0065	POWER_GEM	ROCK	80	2900	-50	1950	2700
0066	SHADOW_SNEAK	GHOST	50	2900	-33	2200	2700
0067	SHADOW_PUNCH	GHOST	40	1700	-33	1300	1500
0069	OMINOUS_WIND	GHOST	50	2300	-33	1850	2100
0070	SHADOW_BALL	GHOST	100	3000	-50	2400	2800
0072	MAGNET_BOMB	STEEL	70	2800	-33	2200	2600
0074	IRON_HEAD	STEEL	60	1900	-50	1300	1700
0075	PARABOLIC_CHARGE	ELECTRIC	65	2800	-50	1200	2400
0077	THUNDER_PUNCH	ELECTRIC	45	1800	-33	1700	1550
0078	THUNDER	ELECTRIC	100	2400	-100	1200	2200
0079	THUNDERBOLT	ELECTRIC	80	2500	-50	1800	2300
0080	TWISTER	DRAGON	45	2800	-33	950	2600
0082	DRAGON_PULSE	DRAGON	90	3600	-50	2150	3300
0083	DRAGON_CLAW	DRAGON	50	1700	-33	1100	1300
0084	DISARMING_VOICE	FAIRY	70	3900	-33	3200	3500
0085	DRAINING_KISS	FAIRY	60	2600	-50	1000	1300
0086	DAZZLING_GLEAM	FAIRY	100	3500	-50	2100	3300
0087	MOONBLAST	FAIRY	130	3900	-100	2200	3700
0088	PLAY_ROUGH	FAIRY	90	2900	-50	1300	2700
0089	CROSS_POISON	POISON	40	1500	-33	900	1300
0090	SLUDGE_BOMB	POISON	80	2300	-50	1100	2100
0091	SLUDGE_WAVE	POISON	110	3200	-100	2000	3000
0092	GUNK_SHOT	POISON	130	3100	-100	1700	2700
0094	BONE_CLUB	GROUND	40	1600	-33	1000	1400
0095	BULLDOZE	GROUND	80	3500	-50	2600	3100
0096	MUD_BOMB	GROUND	55	2300	-33	1700	2100
0099	SIGNAL_BEAM	BUG	75	2900	-50	1800	2600
0100	X_SCISSOR	BUG	45	1600	-33	1200	1400
0101	FLAME_CHARGE	FIRE	70	3800	-33	2900	3450
0102	FLAME_BURST	FIRE	70	2600	-50	1000	2100
0103	FIRE_BLAST	FIRE	140	4200	-100	3100	3900
0104	BRINE	WATER	60	2300	-50	1500	2100
0105	WATER_PULSE	WATER	70	3200	-50	2200	2900
0106	SCALD	WATER	80	3700	-50	1300	3400
0107	HYDRO_PUMP	WATER	130	3300	-100	900	3000
0108	PSYCHIC	PSYCHIC	90	2800	-50	1300	2600
0109	PSYSTRIKE	PSYCHIC	90	2300	-50	1000	2000
0111	ICY_WIND	ICE	60	3300	-33	2000	2800
0114	GIGA_DRAIN	GRASS	50	3900	-100	1200	2200
0115	FIRE_PUNCH	FIRE	55	2200	-33	1500	1900
0116	SOLAR_BEAM	GRASS	180	4900	-100	2700	4700
0117	LEAF_BLADE	GRASS	70	2400	-33	1250	2200
0118	POWER_WHIP	GRASS	90	2600	-50	1250	2350
0121	AIR_CUTTER	FLYING	60	2700	-50	1800	2500
0122	HURRICANE	FLYING	110	2700	-100	1200	2400
0123	BRICK_BREAK	FIGHTING	40	1600	-33	800	1400
0125	SWIFT	NORMAL	60	2800	-50	2000	2600
0126	HORN_ATTACK	NORMAL	40	1850	-33	800	1650
0127	STOMP	NORMAL	55	1700	-50	1100	1500
0129	HYPER_FANG	NORMAL	80	2500	-50	1500	2000
0131	BODY_SLAM	NORMAL	50	1900	-33	1200	1700
0132	REST	NORMAL	50	1900	-33	1500	1700
0133	STRUGGLE	NORMAL	35	2200	-33	1200	2000
0200	FURY_CUTTER_FAST	BUG	3	400	6	100	400
0201	BUG_BITE_FAST	BUG	5	500	6	250	450
0202	BITE_FAST	DARK	6	500	4	300	500
0203	SUCKER_PUNCH_FAST	DARK	7	700	8	300	700
0204	DRAGON_BREATH_FAST	DRAGON	6	500	4	300	500
0205	THUNDER_SHOCK_FAST	ELECTRIC	5	600	8	300	600
0206	SPARK_FAST	ELECTRIC	6	700	9	300	700
0207	LOW_KICK_FAST	FIGHTING	6	600	6	300	600
0208	KARATE_CHOP_FAST	FIGHTING	8	800	10	600	800
0209	EMBER_FAST	FIRE	10	1000	10	600	800
0210	WING_ATTACK_FAST	FLYING	8	800	9	550	750
0211	PECK_FAST	FLYING	10	1000	10	450	900
0212	LICK_FAST	GHOST	5	500	6	200	500
0213	SHADOW_CLAW_FAST	GHOST	9	700	6	250	500
0214	VINE_WHIP_FAST	GRASS	7	600	6	350	600
0215	RAZOR_LEAF_FAST	GRASS	13	1000	7	600	850
0216	MUD_SHOT_FAST	GROUND	5	600	7	350	550
0217	ICE_SHARD_FAST	ICE	12	1200	12	600	900
0218	FROST_BREATH_FAST	ICE	10	900	8	450	750
0219	QUICK_ATTACK_FAST	NORMAL	8	800	10	250	550
0220	SCRATCH_FAST	NORMAL	6	500	4	300	500
0221	TACKLE_FAST	NORMAL	5	500	5	300	500
0222	POUND_FAST	NORMAL	7	600	6	340	540
0223	CUT_FAST	NORMAL	5	500	5	300	500
0224	POISON_JAB_FAST	POISON	10	800	7	200	800
0225	ACID_FAST	POISON	9	800	8	400	600
0226	PSYCHO_CUT_FAST	PSYCHIC	5	600	8	370	570
0227	ROCK_THROW_FAST	ROCK	12	900	7	500	800
0228	METAL_CLAW_FAST	STEEL	8	700	7	430	630
0229	BULLET_PUNCH_FAST	STEEL	9	900	10	300	900
0230	WATER_GUN_FAST	WATER	5	500	5	300	500
0231	SPLASH_FAST	WATER	0	1730	20	1030	1230
0233	MUD_SLAP_FAST	GROUND	18	1400	12	1150	1350
0234	ZEN_HEADBUTT_FAST	PSYCHIC	12	1100	10	850	1050
0235	CONFUSION_FAST	PSYCHIC	20	1600	15	600	1600
0236	POISON_STING_FAST	POISON	5	600	7	375	575
0237	BUBBLE_FAST	WATER	12	1200	14	750	1000
0238	FEINT_ATTACK_FAST	DARK	10	900	9	750	900
0239	STEEL_WING_FAST	STEEL	11	800	6	500	800
0240	FIRE_FANG_FAST	FIRE	12	900	8	640	840
0241	ROCK_SMASH_FAST	FIGHTING	15	1300	10	550	800
0242	TRANSFORM_FAST	NORMAL	0	2230	-33	300	700
0243	COUNTER_FAST	FIGHTING	12	900	8	700	900
0244	POWDER_SNOW_FAST	ICE	6	1000	15	850	1000
0245	CLOSE_COMBAT	FIGHTING	100	2300	-100	1000	2300
0246	DYNAMIC_PUNCH	FIGHTING	90	2700	-50	1200	2700
0247	FOCUS_BLAST	FIGHTING	140	3500	-100	3000	3500
0248	AURORA_BEAM	ICE	80	3550	-50	3350	3550
0249	CHARGE_BEAM_FAST	ELECTRIC	8	1100	15	850	1050
0250	VOLT_SWITCH_FAST	ELECTRIC	14	1600	21	700	900
0251	WILD_CHARGE	ELECTRIC	90	2600	-50	1700	2100
0252	ZAP_CANNON	ELECTRIC	140	3700	-100	3000	3500
0253	DRAGON_TAIL_FAST	DRAGON	15	1100	9	850	1050
0254	AVALANCHE	ICE	90	2700	-50	1700	2100
0255	AIR_SLASH_FAST	FLYING	14	1200	10	1000	1200
0256	BRAVE_BIRD	FLYING	130	2000	-100	1000	1600
0257	SKY_ATTACK	FLYING	80	2000	-50	1500	1700
0258	SAND_TOMB	GROUND	60	4000	-33	1700	4000
0259	ROCK_BLAST	ROCK	50	2100	-33	1600	2000
0260	INFESTATION_FAST	BUG	10	1100	14	850	1050
0261	STRUGGLE_BUG_FAST	BUG	15	1500	15	1200	1500
0262	SILVER_WIND	BUG	70	3700	-33	1700	3500
0263	ASTONISH_FAST	GHOST	8	1100	14	700	1050
0264	HEX_FAST	GHOST	10	1200	16	1000	1200
0265	NIGHT_SHADE	GHOST	60	2600	-50	2100	2500
0266	IRON_TAIL_FAST	STEEL	15	1100	7	850	1050
0267	GYRO_BALL	STEEL	80	3300	-50	3000	3300
0268	HEAVY_SLAM	STEEL	70	2100	-50	1500	1900
0269	FIRE_SPIN_FAST	FIRE	14	1100	10	850	1050
0270	OVERHEAT	FIRE	160	4000	-100	2600	3800
0271	BULLET_SEED_FAST	GRASS	8	1100	14	850	1050
0272	GRASS_KNOT	GRASS	90	2600	-50	1700	2600
0273	ENERGY_BALL	GRASS	90	3900	-50	3000	3800
0274	EXTRASENSORY_FAST	PSYCHIC	12	1100	12	850	1050
0275	FUTURESIGHT	PSYCHIC	120	2700	-100	1400	2700
0276	MIRROR_COAT	PSYCHIC	60	2600	-50	2300	2500
0277	OUTRAGE	DRAGON	110	3900	-50	2500	3700
0278	SNARL_FAST	DARK	12	1100	14	850	1050
0279	CRUNCH	DARK	70	3200	-33	1300	3000
0280	FOUL_PLAY	DARK	70	2000	-50	1700	1900
0281	HIDDEN_POWER_FAST	NORMAL	15	1500	15	1100	1400
0282	TAKE_DOWN_FAST	NORMAL	8	1200	10	950	1100
0283	WATERFALL_FAST	WATER	16	1200	8	950	1100
0284	SURF	WATER	65	1700	-50	1400	1600
0285	DRACO_METEOR	DRAGON	150	3600	-100	3000	3500
0286	DOOM_DESIRE	STEEL	70	1700	-33	1400	1600
0287	YAWN_FAST	NORMAL	0	1700	15	1400	1600
0288	PSYCHO_BOOST	PSYCHIC	70	4000	-50	3500	4000
0289	ORIGIN_PULSE	WATER	130	1700	-100	1400	1600
0290	PRECIPICE_BLADES	GROUND	130	1700	-100	1400	1600
0291	PRESENT_FAST	NORMAL	5	1300	20	1100	1300
0292	WEATHER_BALL_FIRE	FIRE	55	1600	-33	1350	1600
0293	WEATHER_BALL_ICE	ICE	55	1600	-33	1350	1600
0294	WEATHER_BALL_ROCK	ROCK	55	1600	-33	1350	1600
0295	WEATHER_BALL_WATER	WATER	55	1600	-33	1350	1600
0296	FRENZY_PLANT	GRASS	100	2600	-50	2145	2550
0297	SMACK_DOWN_FAST	ROCK	16	1200	8	800	1100
0298	BLAST_BURN	FIRE	110	3300	-50	2750	3200
0299	HYDRO_CANNON	WATER	90	1900	-50	500	1600
0300	LAST_RESORT	NORMAL	90	2900	-50	2700	2850
0301	METEOR_MASH	STEEL	100	2600	-50	2300	2500
0302	SKULL_BASH	NORMAL	130	3100	-100	1800	2300
0303	ACID_SPRAY	POISON	20	3000	-50	2100	2800
0304	EARTH_POWER	GROUND	100	3600	-50	2700	3400
0305	CRABHAMMER	WATER	85	1900	-50	1500	1750
0306	LUNGE	BUG	55	2900	-33	2400	2700
0307	CRUSH_CLAW	NORMAL	0	1900	-33	1200	1700
0308	OCTAZOOKA	WATER	50	2300	-50	1300	1600
0309	MIRROR_SHOT	STEEL	50	2400	-33	1800	2200
0310	SUPER_POWER	FIGHTING	85	3000	-50	2100	2800
0311	FELL_STINGER	BUG	50	2200	-33	1800	2000
0312	LEAF_TORNADO	GRASS	45	3100	-33	2000	2600
0313	LEECH_LIFE	BUG	0	2500	-33	1150	1400
0314	DRAIN_PUNCH	FIGHTING	50	2400	-33	1000	1500
0315	SHADOW_BONE	GHOST	80	2800	-50	2250	2700
0316	MUDDY_WATER	WATER	50	2200	-33	1200	1900
0317	BLAZE_KICK	FIRE	45	1200	-33	450	800
0318	RAZOR_SHELL	WATER	45	1300	-33	650	1000
0319	POWER_UP_PUNCH	FIGHTING	50	2000	-33	1700	1900
0320	CHARM_FAST	FAIRY	20	1500	11	900	1200
0321	GIGA_IMPACT	NORMAL	200	4700	-100	1000	2400
0322	FRUSTRATION	NORMAL	10	2000	-33	1000	1800
0323	RETURN	NORMAL	35	700	-33	100	350
0324	SYNCHRONOISE	PSYCHIC	80	2600	-50	850	1600
0325	LOCK_ON_FAST	NORMAL	1	300	6	170	300
0326	THUNDER_FANG_FAST	ELECTRIC	12	1200	16	400	900
0327	ICE_FANG_FAST	ICE	12	1500	20	400	1000
0328	HORN_DRILL	NORMAL	9000	1900	-25	500	1500
0329	FISSURE	GROUND	9001	2800	-25	1000	2300
0330	SACRED_SWORD	FIGHTING	55	1200	-33	500	1000
0331	FLYING_PRESS	FIGHTING	110	2300	-50	1000	2000
0332	AURA_SPHERE	FIGHTING	90	1800	-50	1000	1600
0333	PAYBACK	DARK	100	2200	-100	1100	2000
0334	ROCK_WRECKER	ROCK	110	3600	-50	2000	2700
0335	AEROBLAST	FLYING	180	3400	-100	3200	3400
0336	TECHNO_BLAST_NORMAL	NORMAL	120	2000	-100	1600	2000
0337	TECHNO_BLAST_BURN	FIRE	120	2000	-100	1400	2000
0338	TECHNO_BLAST_CHILL	ICE	120	2000	-100	1400	2000
0339	TECHNO_BLAST_WATER	WATER	120	2000	-100	1500	2000
0340	TECHNO_BLAST_SHOCK	ELECTRIC	120	2000	-100	1600	2000
0341	FLY	FLYING	80	1800	-50	1200	1500
0342	V_CREATE	FIRE	95	2800	-33	1700	2500
0343	LEAF_STORM	GRASS	130	2500	-100	1100	1250
0344	TRI_ATTACK	NORMAL	75	2500	-50	1300	2400
0345	GUST_FAST	FLYING	25	2000	20	900	2000
0346	INCINERATE_FAST	FIRE	29	2300	20	500	2300
0348	FEATHER_DANCE	FLYING	35	2800	-50	1700	2500
0350	FAIRY_WIND_FAST	FAIRY	9	970	13	600	970
0352	WEATHER_BALL_NORMAL	NORMAL	55	1600	-33	1350	1600
0353	PSYCHIC_FANGS	PSYCHIC	30	1200	-33	400	1100
0356	DOUBLE_KICK_FAST	FIGHTING	10	1000	13	300	800
0357	MAGICAL_LEAF_FAST	GRASS	16	1400	16	750	1300
0358	SACRED_FIRE	FIRE	120	2600	-100	1200	2400
0359	ICICLE_SPEAR	ICE	60	2200	-33	1200	1800
0360	AEROBLAST_PLUS	FLYING	200	3400	-100	3200	3400
0361	AEROBLAST_PLUS_PLUS	FLYING	225	3400	-100	3200	3400
0362	SACRED_FIRE_PLUS	FIRE	135	2600	-100	1200	2400
0363	SACRED_FIRE_PLUS_PLUS	FIRE	155	2600	-100	1200	2400
0364	ACROBATICS	FLYING	100	2000	-100	600	1700
0365	LUSTER_PURGE	PSYCHIC	100	1500	-100	500	1500
0366	MIST_BALL	PSYCHIC	105	2000	-100	1200	1700
0367	BRUTAL_SWING	DARK	65	1900	-33	1200	1600
0368	ROLLOUT_FAST	ROCK	14	1400	18	960	1200
0369	SEED_FLARE	GRASS	120	2700	-100	2500	2600
0370	OBSTRUCT	DARK	20	1700	-33	500	1600
0371	SHADOW_FORCE	GHOST	140	1900	-100	1700	1900
0372	METEOR_BEAM	ROCK	140	1900	-100	1000	1900
0374	FUSION_BOLT	ELECTRIC	140	2000	-100	1250	1800
0375	FUSION_FLARE	FIRE	140	2200	-100	1500	2000
0376	POLTERGEIST	GHOST	140	3600	-100	2800	3000
0377	HIGH_HORSEPOWER	GROUND	110	1600	-100	1000	1200
0378	GLACIATE	ICE	160	2500	-100	1500	2500
0379	BREAKING_SWIPE	DRAGON	35	800	-33	270	700
0380	BOOMBURST	NORMAL	140	2300	-100	1000	2000
