FIGHTING	STEEL	1.6
FIGHTING	FIRE	1
FIGHTING	WATER	1
FIGHTING	GRASS	1
FIGHTING	ELECTRIC	1
FIGHTING	PSYCHIC	0.625
FIGHTING	ICE	1.6
FIGHTING	DRAGON	1
FIGHTING	DARK	1.6
FIGHTING	FAIRY	0.625
FIRE	NORMAL	1
FIRE	FIGHTING	1
FIRE	FLYING	1
FIRE	POISON	1
FIRE	GROUND	1
FIRE	ROCK	0.625
FIRE	BUG	1.6
FIRE	GHOST	1
FIRE	STEEL	1.6
FIRE	FIRE	0.625
FIRE	WATER	0.625
FIRE	GRASS	1.6
FIRE	ELECTRIC	1
FIRE	PSYCHIC	1
FIRE	ICE	1.6
FIRE	DRAGON	0.625
FIRE	DARK	1
FIRE	FAIRY	1
FLYING	NORMAL	1
FLYING	FIGHTING	1.6
FLYING	FLYING	1
FLYING	POISON	1
FLYING	GROUND	1
FLYING	ROCK	0.625
FLYING	BUG	1.6
FLYING	GHOST	1
FLYING	STEEL	0.625
FLYING	FIRE	1
FLYING	WATER	1
FLYING	GRASS	1.6
FLYING	ELECTRIC	0.625
FLYING	PSYCHIC	1
FLYING	ICE	1
FLYING	DRAGON	1
FLYING	DARK	1
FLYING	FAIRY	1
GHOST	NORMAL	0.390625
GHOST	FIGHTING	1
GHOST	FLYING	1
GHOST	POISON	1
GHOST	GROUND	1
GHOST	ROCK	1
GHOST	BUG	1
GHOST	GHOST	1.6
GHOST	STEEL	1
GHOST	FIRE	1
GHOST	WATER	1
GHOST	GRASS	1
GHOST	ELECTRIC	1
GHOST	PSYCHIC	1.6
GHOST	ICE	1
GHOST	DRAGON	1
GHOST	DARK	0.625
GHOST	FAIRY	1
GRASS	NORMAL	1
GRASS	FIGHTING	1
GRASS	FLYING	0.625
GRASS	POISON	0.625
GRASS	GROUND	1.6
GRASS	ROCK	1.6
GRASS	BUG	0.625
GRASS	GHOST	1
GRASS	STEEL	0.625
GRASS	FIRE	0.625
GRASS	WATER	1.6
GRASS	GRASS	0.625
GRASS	ELECTRIC	1
GRASS	PSYCHIC	1
GRASS	ICE	1
GRASS	DRAGON	0.625
GRASS	DARK	1
GRASS	FAIRY	1
GROUND	NORMAL	1
GROUND	FIGHTING	1
GROUND	FLYING	0.390625
GROUND	POISON	1.6
GROUND	GROUND	1
GROUND	ROCK	1.6
GROUND	BUG	0.625
GROUND	GHOST	1
GROUND	STEEL	1.6
GROUND	FIRE	1.6
GROUND	WATER	1
GROUND	GRASS	0.625
GROUND	ELECTRIC	1.6
GROUND	PSYCHIC	1
GROUND	ICE	1
GROUND	DRAGON	1
GROUND	DARK	1
GROUND	FAIRY	1
ICE	NORMAL	1
ICE	FIGHTING	1
ICE	FLYING	1.6
ICE	POISON	1
ICE	GROUND	1.6
ICE	ROCK	1
ICE	BUG	1
ICE	GHOST	1
ICE	STEEL	0.625
ICE	FIRE	0.625
ICE	WATER	0.625
ICE	GRASS	1.6
ICE	ELECTRIC	1
ICE	PSYCHIC	1
ICE	ICE	0.625
ICE	DRAGON	1.6
ICE	DARK	1
ICE	FAIRY	1
NORMAL	NORMAL	1
NORMAL	FIGHTING	1
NORMAL	FLYING	1
NORMAL	POISON	1
NORMAL	GROUND	1
NORMAL	ROCK	0.625
NORMAL	BUG	1
NORMAL	GHOST	0.390625
NORMAL	STEEL	0.625
NORMAL	FIRE	1
NORMAL	WATER	1
NORMAL	GRASS	1
NORMAL	ELECTRIC	1
NORMAL	PSYCHIC	1
NORMAL	ICE	1
NORMAL	DRAGON	1
NORMAL	DARK	1
NORMAL	FAIRY	1
POISON	NORMAL	1
POISON	FIGHTING	1
POISON	FLYING	1
POISON	POISON	0.625
POISON	GROUND	0.625
POISON	ROCK	0.625
POISON	BUG	1
POISON	GHOST	0.625
POISON	STEEL	0.390625
POISON	FIRE	1
POISON	WATER	1
POISON	GRASS	1.6
POISON	ELECTRIC	1
POISON	PSYCHIC	1
POISON	ICE	1
POISON	DRAGON	1
POISON	DARK	1
POISON	FAIRY	1.6
PSYCHIC	NORMAL	1
PSYCHIC	FIGHTING	1.6
PSYCHIC	FLYING	1
PSYCHIC	POISON	1.6
PSYCHIC	GROUND	1
PSYCHIC	ROCK	1
PSYCHIC	BUG	1
PSYCHIC	GHOST	1
PSYCHIC	STEEL	0.625
PSYCHIC	FIRE	1
PSYCHIC	WATER	1
PSYCHIC	GRASS	1
PSYCHIC	ELECTRIC	1
PSYCHIC	PSYCHIC	0.625
PSYCHIC	ICE	1
PSYCHIC	DRAGON	1
PSYCHIC	DARK	0.390625
PSYCHIC	FAIRY	1
ROCK	NORMAL	1
ROCK	FIGHTING	0.625
ROCK	FLYING	1.6
ROCK	POISON	1
ROCK	GROUND	0.625
ROCK	ROCK	1
ROCK	BUG	1.6
ROCK	GHOST	1
ROCK	STEEL	0.625
ROCK	FIRE	1.6
ROCK	WATER	1
ROCK	GRASS	1
ROCK	ELECTRIC	1
ROCK	PSYCHIC	1
ROCK	ICE	1.6
ROCK	DRAGON	1
ROCK	DARK	1
ROCK	FAIRY	1
STEEL	NORMAL	1
STEEL	FIGHTING	1
STEEL	FLYING	1
STEEL	POISON	1
STEEL	GROUND	1
STEEL	ROCK	1.6
STEEL	BUG	1
STEEL	GHOST	1
STEEL	STEEL	0.625
STEEL	FIRE	0.625
STEEL	WATER	0.625
STEEL	GRASS	1
STEEL	ELECTRIC	0.625
STEEL	PSYCHIC	1
STEEL	ICE	1.6
STEEL	DRAGON	1
STEEL	DARK	1
STEEL	FAIRY	1.6
WATER	NORMAL	1
WATER	FIGHTING	1
WATER	FLYING	1
WATER	POISON	1
WATER	GROUND	1.6
WATER	ROCK	1.6
WATER	BUG	1
WATER	GHOST	1
WATER	STEEL	1
WATER	FIRE	1.6
WATER	WATER	0.625
WATER	GRASS	0.625
WATER	ELECTRIC	1
WATER	PSYCHIC	1
WATER	ICE	1
WATER	DRAGON	0.625
WATER	DARK	1
WATER	FAIRY	1
