28,676,"SANDSLASH_PURIFIED",5,null,182,175,181
28,675,"SANDSLASH_SHADOW",5,null,182,175,181
29,null,"NIDORAN",4,null,86,89,146
30,null,"NIDORINA",4,null,117,120,172
31,null,"NIDOQUEEN",4,5,180,173,207
32,null,"NIDORAN",4,null,105,76,130
33,null,"NIDORINO",4,null,137,111,156
34,null,"NIDOKING",4,5,204,156,191
35,null,"CLEFAIRY",18,null,107,108,172
36,null,"CLEFABLE",18,null,178,162,216
37,null,"VULPIX",10,null,96,109,116
37,56,"VULPIX_ALOLA",15,null,96,109,116
37,55,"VULPIX_NORMAL",10,null,96,109,116
37,726,"VULPIX_PURIFIED",10,null,96,109,116
37,725,"VULPIX_SHADOW",10,null,96,109,116
38,null,"NINETALES",10,null,169,190,177
38,58,"NINETALES_ALOLA",15,18,170,193,177
38,57,"NINETALES_NORMAL",10,null,169,190,177
38,728,"NINETALES_PURIFIED",10,null,169,190,177
38,727,"NINETALES_SHADOW",10,null,169,190,177
39,null,"JIGGLYPUFF",1,18,80,41,251
40,null,"WIGGLYTUFF",1,18,156,90,295
41,null,"ZUBAT",4,3,83,73,120
41,157,"ZUBAT_NORMAL",4,3,83,73,120
41,159,"ZUBAT_PURIFIED",4,3,83,73,120
41,158,"ZUBAT_SHADOW",4,3,83,73,120
42,null,"GOLBAT",4,3,161,150,181
42,160,"GOLBAT_NORMAL",4,3,161,150,181
42,162,"GOLBAT_PURIFIED",4,3,161,150,181
42,161,"GOLBAT_SHADOW",4,3,161,150,181
43,null,"ODDISH",12,4,131,112,128
43,265,"ODDISH_NORMAL",12,4,131,112,128
43,267,"ODDISH_PURIFIED",12,4,131,112,128
43,266,"ODDISH_SHADOW",12,4,131,112,128
44,null,"GLOOM",12,4,153,136,155
44,268,"GLOOM_NORMAL",12,4,153,136,155
44,270,"GLOOM_PURIFIED",12,4,153,136,155
44,269,"GLOOM_SHADOW",12,4,153,136,155
45,null,"VILEPLUME",12,4,202,167,181
45,271,"VILEPLUME_NORMAL",12,4,202,167,181
45,273,"VILEPLUME_PURIFIED",12,4,202,167,181
45,272,"VILEPLUME_SHADOW",12,4,202,167,181
46,null,"PARAS",7,12,121,99,111
47,null,"PARASECT",7,12,165,146,155
48,null,"VENONAT",7,4,100,100,155
48,259,"VENONAT_NORMAL",7,4,100,100,155
48,261,"VENONAT_PURIFIED",7,4,100,100,155
48,260,"VENONAT_SHADOW",7,4,100,100,155
49,null,"VENOMOTH",7,4,179,143,172
49,262,"VENOMOTH_NORMAL",7,4,179,143,172
49,264,"VENOMOTH_PURIFIED",7,4,179,143,172
49,263,"VENOMOTH_SHADOW",7,4,179,143,172
50,null,"DIGLETT",5,null,109,78,67
50,60,"DIGLETT_ALOLA",5,9,108,81,67
50,59,"DIGLETT_NORMAL",5,null,109,78,67
50,843,"DIGLETT_PURIFIED",5,null,109,78,67
50,842,"DIGLETT_SHADOW",5,null,109,78,67
51,null,"DUGTRIO",5,null,167,134,111
51,62,"DUGTRIO_ALOLA",5,9,201,142,111
51,61,"DUGTRIO_NORMAL",5,null,167,136,111
51,845,"DUGTRIO_PURIFIED",5,null,167,134,111
51,844,"DUGTRIO_SHADOW",5,null,167,134,111
52,null,"MEOWTH",1,null,92,78,120
52,64,"MEOWTH_ALOLA",17,null,99,78,120
52,63,"MEOWTH_NORMAL",1,null,92,78,120
52,710,"MEOWTH_PURIFIED",1,null,92,78,120
52,709,"MEOWTH_SHADOW",1,null,92,78,120
53,null,"PERSIAN",1,null,150,136,163
53,66,"PERSIAN_ALOLA",17,null,158,136,163
53,65,"PERSIAN_NORMAL",1,null,150,136,163
53,712,"PERSIAN_PURIFIED",1,null,150,136,163
53,711,"PERSIAN_SHADOW",1,null,150,136,163
54,null,"PSYDUCK",11,null,122,95,137
54,286,"PSYDUCK_NORMAL",11,null,122,95,137
54,288,"PSYDUCK_PURIFIED",11,null,122,95,137
54,287,"PSYDUCK_SHADOW",11,null,122,95,137
55,null,"GOLDUCK",11,null,191,162,190
55,289,"GOLDUCK_NORMAL",11,null,191,162,190
55,291,"GOLDUCK_PURIFIED",11,null,191,162,190
55,290,"GOLDUCK_SHADOW",11,null,191,162,190
56,null,"MANKEY",2,null,148,82,120
57,null,"PRIMEAPE",2,null,207,138,163
58,null,"GROWLITHE",10,null,136,93,146
58,280,"GROWLITHE_NORMAL",10,null,136,93,146
58,282,"GROWLITHE_PURIFIED",10,null,136,93,146
58,281,"GROWLITHE_SHADOW",10,null,136,93,146
59,null,"ARCANINE",10,null,227,166,207
59,283,"ARCANINE_NORMAL",10,null,227,166,207
59,285,"ARCANINE_PURIFIED",10,null,227,166,207
59,284,"ARCANINE_SHADOW",10,null,227,166,207
60,null,"POLIWAG",11,null,101,82,120
60,235,"POLIWAG_NORMAL",11,null,101,82,120
60,237,"POLIWAG_PURIFIED",11,null,101,82,120
60,236,"POLIWAG_SHADOW",11,null,101,82,120
61,null,"POLIWHIRL",11,null,130,123,163
61,238,"POLIWHIRL_NORMAL",11,null,130,123,163
61,240,"POLIWHIRL_PURIFIED",11,null,130,123,163
61,239,"POLIWHIRL_SHADOW",11,null,130,123,163
62,null,"POLIWRATH",11,2,182,184,207
62,241,"POLIWRATH_NORMAL",11,2,182,184,207
62,243,"POLIWRATH_PURIFIED",11,2,182,184,207
62,242,"POLIWRATH_SHADOW",11,2,182,184,207
63,null,"ABRA",14,null,195,82,93
63,304,"ABRA_NORMAL",14,null,195,82,93
63,306,"ABRA_PURIFIED",14,null,195,82,93
63,305,"ABRA_SHADOW",14,null,195,82,93
64,null,"KADABRA",14,null,232,117,120
64,307,"KADABRA_NORMAL",14,null,232,117,120
64,309,"KADABRA_PURIFIED",14,null,232,117,120
64,308,"KADABRA_SHADOW",14,null,232,117,120
65,null,"ALAKAZAM",14,null,271,167,146
65,310,"ALAKAZAM_NORMAL",14,null,271,167,146
65,312,"ALAKAZAM_PURIFIED",14,null,271,167,146
65,311,"ALAKAZAM_SHADOW",14,null,271,167,146
66,null,"MACHOP",2,null,137,82,172
67,null,"MACHOKE",2,null,177,125,190
68,null,"MACHAMP",2,null,234,159,207
69,null,"BELLSPROUT",12,4,139,61,137
69,664,"BELLSPROUT_NORMAL",12,4,139,61,137
69,666,"BELLSPROUT_PURIFIED",12,4,139,61,137
69,665,"BELLSPROUT_SHADOW",12,4,139,61,137
70,null,"WEEPINBELL",12,4,172,92,163
70,667,"WEEPINBELL_NORMAL",12,4,172,92,163
70,669,"WEEPINBELL_PURIFIED",12,4,172,92,163
70,668,"WEEPINBELL_SHADOW",12,4,172,92,163
71,null,"VICTREEBEL",12,4,207,135,190
71,670,"VICTREEBEL_NORMAL",12,4,207,135,190
71,672,"VICTREEBEL_PURIFIED",12,4,207,135,190
71,671,"VICTREEBEL_SHADOW",12,4,207,135,190
72,null,"TENTACOOL",11,4,97,149,120
73,null,"TENTACRUEL",11,4,166,209,190
74,null,"GEODUDE",6,5,132,132,120
74,68,"GEODUDE_ALOLA",6,13,132,132,120
74,67,"GEODUDE_NORMAL",6,5,132,132,120
74,883,"GEODUDE_PURIFIED",6,5,132,132,120
74,882,"GEODUDE_SHADOW",6,5,132,132,120
75,null,"GRAVELER",6,5,164,164,146
75,70,"GRAVELER_ALOLA",6,13,164,164,146
75,69,"GRAVELER_NORMAL",6,5,164,164,146
75,885,"GRAVELER_PURIFIED",6,5,164,164,146
75,884,"GRAVELER_SHADOW",6,5,164,164,146
76,null,"GOLEM",6,5,211,198,190
76,72,"GOLEM_ALOLA",6,13,211,198,190
76,71,"GOLEM_NORMAL",6,5,211,198,190
76,887,"GOLEM_PURIFIED",6,5,211,198,190
76,886,"GOLEM_SHADOW",6,5,211,198,190
77,null,"PONYTA",10,null,170,127,137
78,null,"RAPIDASH",10,null,207,162,163
79,null,"SLOWPOKE",11,14,109,98,207
80,null,"SLOWBRO",11,14,177,180,216
81,null,"MAGNEMITE",13,9,165,121,93
81,655,"MAGNEMITE_NORMAL",13,9,165,121,93
81,657,"MAGNEMITE_PURIFIED",13,9,165,121,93
81,656,"MAGNEMITE_SHADOW",13,9,165,121,93
82,null,"MAGNETON",13,9,223,169,137
82,658,"MAGNETON_NORMAL",13,9,223,169,137
82,660,"MAGNETON_PURIFIED",13,9,223,169,137
82,659,"MAGNETON_SHADOW",13,9,223,169,137
83,null,"FARFETCHD",1,3,124,115,141
84,null,"DODUO",1,3,158,83,111
85,null,"DODRIO",1,3,218,140,155
86,null,"SEEL",11,null,85,121,163
87,null,"DEWGONG",11,15,139,177,207
88,null,"GRIMER",4,null,135,90,190
88,74,"GRIMER_ALOLA",4,17,135,90,190
88,73,"GRIMER_NORMAL",4,null,135,90,190
88,221,"GRIMER_PURIFIED",4,null,135,90,190
88,220,"GRIMER_SHADOW",4,null,135,90,190
89,null,"MUK",4,null,190,172,233
89,76,"MUK_ALOLA",4,17,190,172,233
89,75,"MUK_NORMAL",4,null,190,172,233
89,223,"MUK_PURIFIED",4,null,190,172,233
89,222,"MUK_SHADOW",4,null,190,172,233
90,null,"SHELLDER",11,null,116,134,102
90,876,"SHELLDER_NORMAL",11,null,116,134,102
90,878,"SHELLDER_PURIFIED",11,null,116,134,102
90,877,"SHELLDER_SHADOW",11,null,116,134,102
91,null,"CLOYSTER",11,15,186,256,137
91,879,"CLOYSTER_NORMAL",11,15,186,256,137
91,881,"CLOYSTER_PURIFIED",11,15,186,256,137
91,880,"CLOYSTER_SHADOW",11,15,186,256,137
92,null,"GASTLY",8,4,186,67,102
93,null,"HAUNTER",8,4,223,107,128
94,null,"GENGAR",8,4,261,149,155
95,null,"ONIX",6,5,85,232,111
95,902,"ONIX_NORMAL",6,5,85,232,111
95,904,"ONIX_PURIFIED",6,5,85,232,111
95,903,"ONIX_SHADOW",6,5,85,232,111
96,null,"DROWZEE",14,null,89,136,155
96,214,"DROWZEE_NORMAL",14,null,89,136,155
96,216,"DROWZEE_PURIFIED",14,null,89,136,155
96,215,"DROWZEE_SHADOW",14,null,89,136,155
97,null,"HYPNO",14,null,144,193,198
97,217,"HYPNO_NORMAL",14,null,144,193,198
97,219,"HYPNO_PURIFIED",14,null,144,193,198
97,218,"HYPNO_SHADOW",14,null,144,193,198
98,null,"KRABBY",11,null,181,124,102
98,870,"KRABBY_NORMAL",11,null,181,124,102
98,872,"KRABBY_PURIFIED",11,null,181,124,102
98,871,"KRABBY_SHADOW",11,null,181,124,102
99,null,"KINGLER",11,null,240,181,146
99,873,"KINGLER_NORMAL",11,null,240,181,146
99,875,"KINGLER_PURIFIED",11,null,240,181,146
99,874,"KINGLER_SHADOW",11,null,240,181,146
100,null,"VOLTORB",13,null,109,111,120
101,null,"ELECTRODE",13,null,173,173,155
102,null,"EXEGGCUTE",12,14,107,125,155
102,729,"EXEGGCUTE_NORMAL",12,14,107,125,155
102,731,"EXEGGCUTE_PURIFIED",12,14,107,125,155
102,730,"EXEGGCUTE_SHADOW",12,14,107,125,155
103,null,"EXEGGUTOR",12,14,233,149,216
103,78,"EXEGGUTOR_ALOLA",12,16,230,153,216
103,77,"EXEGGUTOR_NORMAL",12,14,233,149,216
103,733,"EXEGGUTOR_PURIFIED",12,14,233,149,216
103,732,"EXEGGUTOR_SHADOW",12,14,233,149,216
104,null,"CUBONE",5,null,90,144,137
104,224,"CUBONE_NORMAL",5,null,90,144,137
104,226,"CUBONE_PURIFIED",5,null,90,144,137
104,225,"CUBONE_SHADOW",5,null,90,144,137
105,null,"MAROWAK",5,null,144,186,155
105,80,"MAROWAK_ALOLA",10,8,144,186,155
105,79,"MAROWAK_NORMAL",5,null,144,186,155
105,228,"MAROWAK_PURIFIED",5,null,144,186,155
105,227,"MAROWAK_SHADOW",5,null,144,186,155
106,null,"HITMONLEE",2,null,224,181,137
106,713,"HITMONLEE_NORMAL",2,null,224,181,137
106,715,"HITMONLEE_PURIFIED",2,null,224,181,137
106,714,"HITMONLEE_SHADOW",2,null,224,181,137
107,null,"HITMONCHAN",2,null,193,197,137
107,277,"HITMONCHAN_NORMAL",2,null,193,197,137
107,279,"HITMONCHAN_PURIFIED",2,null,193,197,137
107,278,"HITMONCHAN_SHADOW",2,null,193,197,137
108,null,"LICKITUNG",1,null,108,137,207
109,null,"KOFFING",4,null,119,141,120
109,703,"KOFFING_NORMAL",4,null,119,141,120
109,705,"KOFFING_PURIFIED",4,null,119,141,120
109,704,"KOFFING_SHADOW",4,null,119,141,120
110,null,"WEEZING",4,null,174,197,163
110,944,"WEEZING_GALARIAN",4,18,174,197,163
110,706,"WEEZING_NORMAL",4,null,174,197,163
110,708,"WEEZING_PURIFIED",4,null,174,197,163
110,707,"WEEZING_SHADOW",4,null,174,197,163
111,null,"RHYHORN",5,6,140,127,190
111,846,"RHYHORN_NORMAL",5,6,140,127,190
111,848,"RHYHORN_PURIFIED",5,6,140,127,190
111,847,"RHYHORN_SHADOW",5,6,140,127,190
112,null,"RHYDON",5,6,222,171,233
112,849,"RHYDON_NORMAL",5,6,222,171,233
112,851,"RHYDON_PURIFIED",5,6,222,171,233
112,850,"RHYDON_SHADOW",5,6,222,171,233
113,null,"CHANSEY",1,null,60,128,487
114,null,"TANGELA",12,null,183,169,163
115,null,"KANGASKHAN",1,null,181,165,233
115,839,"KANGASKHAN_NORMAL",1,null,181,165,233
115,841,"KANGASKHAN_PURIFIED",1,null,181,165,233
115,840,"KANGASKHAN_SHADOW",1,null,181,165,233
116,null,"HORSEA",11,null,129,103,102
117,null,"SEADRA",11,null,187,156,146
118,null,"GOLDEEN",11,null,123,110,128
119,null,"SEAKING",11,null,175,147,190
120,null,"STARYU",11,null,137,112,102
121,null,"STARMIE",11,14,210,184,155
122,null,"MR_MIME",14,18,192,205,120
123,null,"SCYTHER",7,3,218,170,172
123,247,"SCYTHER_NORMAL",7,3,218,170,172
123,249,"SCYTHER_PURIFIED",7,3,218,170,172
123,248,"SCYTHER_SHADOW",7,3,218,170,172
124,null,"JYNX",15,14,223,151,163
125,null,"ELECTABUZZ",13,null,198,158,163
125,640,"ELECTABUZZ_NORMAL",13,null,198,158,163
125,642,"ELECTABUZZ_PURIFIED",13,null,198,158,163
125,641,"ELECTABUZZ_SHADOW",13,null,198,158,163
126,null,"MAGMAR",10,null,206,154,163
126,634,"MAGMAR_NORMAL",10,null,206,154,163
126,636,"MAGMAR_PURIFIED",10,null,206,154,163
126,635,"MAGMAR_SHADOW",10,null,206,154,163
127,null,"PINSIR",7,null,238,182,163
127,898,"PINSIR_NORMAL",7,null,238,182,163
127,900,"PINSIR_PURIFIED",7,null,238,182,163
127,899,"PINSIR_SHADOW",7,null,238,182,163
128,null,"TAUROS",1,null,198,183,181
129,null,"MAGIKARP",11,null,29,85,85
129,253,"MAGIKARP_NORMAL",11,null,29,85,85
129,255,"MAGIKARP_PURIFIED",11,null,29,85,85
129,254,"MAGIKARP_SHADOW",11,null,29,85,85
130,null,"GYARADOS",11,3,237,186,216
130,256,"GYARADOS_NORMAL",11,3,237,186,216
130,258,"GYARADOS_PURIFIED",11,3,237,186,216
130,257,"GYARADOS_SHADOW",11,3,237,186,216
131,null,"LAPRAS",11,15,165,174,277
131,322,"LAPRAS_NORMAL",11,15,165,174,277
131,324,"LAPRAS_PURIFIED",11,15,165,174,277
131,323,"LAPRAS_SHADOW",11,15,165,174,277
132,null,"DITTO",1,null,91,91,134
133,null,"EEVEE",1,null,104,114,146
134,null,"VAPOREON",11,null,205,161,277
135,null,"JOLTEON",13,null,232,182,163
136,null,"FLAREON",10,null,246,179,163
137,null,"PORYGON",1,null,153,136,163
137,677,"PORYGON_NORMAL",1,null,153,136,163
137,679,"PORYGON_PURIFIED",1,null,153,136,163
137,678,"PORYGON_SHADOW",1,null,153,136,163
138,null,"OMANYTE",6,11,155,153,111
138,740,"OMANYTE_NORMAL",6,11,155,153,111
138,742,"OMANYTE_PURIFIED",6,11,155,153,111
138,741,"OMANYTE_SHADOW",6,11,155,153,111
139,null,"OMASTAR",6,11,207,201,172
139,743,"OMASTAR_NORMAL",6,11,207,201,172
139,745,"OMASTAR_PURIFIED",6,11,207,201,172
139,744,"OMASTAR_SHADOW",6,11,207,201,172
140,null,"KABUTO",6,11,148,140,102
141,null,"KABUTOPS",6,11,220,186,155
142,null,"AERODACTYL",6,3,221,159,190
143,null,"SNORLAX",1,null,190,169,330
143,199,"SNORLAX_NORMAL",1,null,190,169,330
143,201,"SNORLAX_PURIFIED",1,null,190,169,330
143,200,"SNORLAX_SHADOW",1,null,190,169,330
144,null,"ARTICUNO",15,3,192,236,207
144,716,"ARTICUNO_NORMAL",15,3,192,236,207
144,718,"ARTICUNO_PURIFIED",15,3,192,236,207
144,717,"ARTICUNO_SHADOW",15,3,192,236,207
145,null,"ZAPDOS",13,3,253,185,207
145,773,"ZAPDOS_NORMAL",13,3,253,185,207
145,775,"ZAPDOS_PURIFIED",13,3,253,185,207
145,774,"ZAPDOS_SHADOW",13,3,253,185,207
146,null,"MOLTRES",10,3,251,181,207
146,836,"MOLTRES_NORMAL",10,3,251,181,207
146,838,"MOLTRES_PURIFIED",10,3,251,181,207
146,837,"MOLTRES_SHADOW",10,3,251,181,207
147,null,"DRATINI",16,null,119,91,121
147,190,"DRATINI_NORMAL",16,null,119,91,121
147,192,"DRATINI_PURIFIED",16,null,119,91,121
147,191,"DRATINI_SHADOW",16,null,119,91,121
148,null,"DRAGONAIR",16,null,163,135,156
148,193,"DRAGONAIR_NORMAL",16,null,163,135,156
148,195,"DRAGONAIR_PURIFIED",16,null,163,135,156
148,194,"DRAGONAIR_SHADOW",16,null,163,135,156
149,null,"DRAGONITE",16,3,263,198,209
149,196,"DRAGONITE_NORMAL",16,3,263,198,209
149,198,"DRAGONITE_PURIFIED",16,3,263,198,209
149,197,"DRAGONITE_SHADOW",16,3,263,198,209
150,null,"MEWTWO",14,null,300,182,214
150,133,"MEWTWO_A",14,null,182,278,214
150,135,"MEWTWO_NORMAL",14,null,300,182,214
151,null,"MEW",14,null,210,210,225
152,null,"CHIKORITA",12,null,92,122,128
153,null,"BAYLEEF",12,null,122,155,155
154,null,"MEGANIUM",12,null,168,202,190
155,null,"CYNDAQUIL",10,null,116,93,118
156,null,"QUILAVA",10,null,158,126,151
157,null,"TYPHLOSION",10,null,223,173,186
158,null,"TOTODILE",11,null,117,109,137
159,null,"CROCONAW",11,null,150,142,163
160,null,"FERALIGATR",11,null,205,188,198
161,null,"SENTRET",1,null,79,73,111
162,null,"FURRET",1,null,148,125,198
163,null,"HOOTHOOT",1,3,67,88,155
164,null,"NOCTOWL",1,3,145,156,225
165,null,"LEDYBA",7,3,72,118,120
166,null,"LEDIAN",7,3,107,179,146
167,null,"SPINARAK",7,4,105,73,120
168,null,"ARIADOS",7,4,161,124,172
169,null,"CROBAT",4,3,194,178,198
169,202,"CROBAT_NORMAL",4,3,194,178,198
169,204,"CROBAT_PURIFIED",4,3,194,178,198
169,203,"CROBAT_SHADOW",4,3,194,178,198
170,null,"CHINCHOU",11,13,106,97,181
171,null,"LANTURN",11,13,146,137,268
172,null,"PICHU",13,null,77,53,85
173,null,"CLEFFA",18,null,75,79,137
174,null,"IGGLYBUFF",1,18,69,32,207
175,null,"TOGEPI",18,null,67,116,111
176,null,"TOGETIC",18,3,139,181,146
177,null,"NATU",14,3,134,89,120
178,null,"XATU",14,3,192,146,163
179,null,"MAREEP",13,null,114,79,146
179,646,"MAREEP_NORMAL",13,null,114,79,146
179,648,"MAREEP_PURIFIED",13,null,114,79,146
179,647,"MAREEP_SHADOW",13,null,114,79,146
180,null,"FLAAFFY",13,null,145,109,172
180,649,"FLAAFFY_NORMAL",13,null,145,109,172
180,651,"FLAAFFY_PURIFIED",13,null,145,109,172
180,650,"FLAAFFY_SHADOW",13,null,145,109,172
181,null,"AMPHAROS",13,null,211,169,207
181,652,"AMPHAROS_NORMAL",13,null,211,169,207
181,654,"AMPHAROS_PURIFIED",13,null,211,169,207
181,653,"AMPHAROS_SHADOW",13,null,211,169,207
182,null,"BELLOSSOM",12,null,169,186,181
182,274,"BELLOSSOM_NORMAL",12,null,169,186,181
182,276,"BELLOSSOM_PURIFIED",12,null,169,186,181
182,275,"BELLOSSOM_SHADOW",12,null,169,186,181
183,null,"MARILL",11,18,37,93,172
184,null,"AZUMARILL",11,18,112,152,225
185,null,"SUDOWOODO",6,null,167,176,172
186,null,"POLITOED",11,null,174,179,207
186,244,"POLITOED_NORMAL",11,null,174,179,207
186,246,"POLITOED_PURIFIED",11,null,174,179,207
186,245,"POLITOED_SHADOW",11,null,174,179,207
187,null,"HOPPIP",12,3,67,94,111
188,null,"SKIPLOOM",12,3,91,120,146
189,null,"JUMPLUFF",12,3,118,183,181
190,null,"AIPOM",1,null,136,112,146
191,null,"SUNKERN",12,null,55,55,102
192,null,"SUNFLORA",12,null,185,135,181
193,null,"YANMA",7,3,154,94,163
194,null,"WOOPER",11,5,75,66,146
195,null,"QUAGSIRE",11,5,152,143,216
196,null,"ESPEON",14,null,261,175,163
197,null,"UMBREON",17,null,126,240,216
198,null,"MURKROW",17,3,175,87,155
198,855,"MURKROW_NORMAL",17,3,175,87,155
198,857,"MURKROW_PURIFIED",17,3,175,87,155
198,856,"MURKROW_SHADOW",17,3,175,87,155
199,null,"SLOWKING",11,14,177,180,216
200,null,"MISDREAVUS",8,null,167,154,155
200,719,"MISDREAVUS_NORMAL",8,null,167,154,155
200,721,"MISDREAVUS_PURIFIED",8,null,167,154,155
200,720,"MISDREAVUS_SHADOW",8,null,167,154,155
201,null,"UNOWN",14,null,136,91,134
202,null,"WOBBUFFET",14,null,60,106,382
202,602,"WOBBUFFET_NORMAL",14,null,60,106,382
202,687,"WOBBUFFET_PURIFIED",14,null,60,106,382
202,686,"WOBBUFFET_SHADOW",14,null,60,106,382
203,null,"GIRAFARIG",1,14,182,133,172
204,null,"PINECO",7,null,108,122,137
205,null,"FORRETRESS",7,9,161,205,181
206,null,"DUNSPARCE",1,null,131,128,225
207,null,"GLIGAR",5,3,143,184,163
208,null,"STEELIX",9,5,148,272,181
208,905,"STEELIX_NORMAL",9,5,148,272,181
208,907,"STEELIX_PURIFIED",9,5,148,272,181
208,906,"STEELIX_SHADOW",9,5,148,272,181
209,null,"SNUBBULL",18,null,137,85,155
210,null,"GRANBULL",18,null,212,131,207
211,null,"QWILFISH",11,4,184,138,163
212,null,"SCIZOR",7,9,236,181,172
212,250,"SCIZOR_NORMAL",7,9,236,181,172
212,252,"SCIZOR_PURIFIED",7,9,236,181,172
212,251,"SCIZOR_SHADOW",7,9,236,181,172
213,null,"SHUCKLE",7,6,17,396,85
214,null,"HERACROSS",7,2,234,179,190
215,null,"SNEASEL",17,15,189,146,146
215,797,"SNEASEL_NORMAL",17,15,189,146,146
