93	HAUNTER	ゴースト	GHOST	POISON	1486	26.5	163	83	98	▲	したでなめる	GHOST	6	0.5	17		ヘドロばくだん	POISON	34	136	1.360	8.5	28.1	8.5	8.0	8.5	13.0	8	0.120	0.082	1.470
248	TYRANITAR	バンギラス	ROCK	DARK	1479	13.5	130	108	117		かみつく	DARK	6	0.5	40		だいもんじ	FIRE	159	399	3.990	20.0	32.0	8.5	8.0	8.5	12.0	10	0.120	0.085	1.404
248	TYRANITAR	バンギラス	ROCK	DARK	1479	13.5	130	108	117		かみつく	DARK	6	0.5	23		かみくだく	DARK	96	234	2.340	11.5	32.5	8.5	8.0	8.5	12.0	10	0.120	0.085	1.404
248	TYRANITAR	バンギラス	ROCK	DARK	1479	13.5	130	108	117		かみつく	DARK	6	0.5	28		ストーンエッジ	ROCK	54	222	2.220	14.0	27.9	8.5	8.0	8.5	12.0	10	0.120	0.085	1.404
5	CHARMELEON	リザード	FIRE		1499	33.5	130	106	124		ほのおのキバ	FIRE	10	1.0	8		ほのおのパンチ	FIRE	75	155	1.550	8.0	19.4	8.0	15.0	10.0	22.0	4	0.100	0.032	3.100
5	CHARMELEON	リザード	FIRE		1499	33.5	130	106	124		ほのおのキバ	FIRE	10	1.0	11		はじけるほのお	FIRE	96	206	2.060	11.0	18.7	10.0	15.0	10.0	22.0	4	0.100	0.032	3.100
5	CHARMELEON	リザード	FIRE		1499	33.5	130	106	124		ほのおのキバ	FIRE	10	1.0	10		かえんほうしゃ	FIRE	96	196	1.960	10.0	19.6	10.0	15.0	10.0	22.0	4	0.100	0.032	3.100
59	ARCANINE	ウインディ	FIRE		1471	17	133	99	122		ほのおのキバ	FIRE	10	1.0	9		かみくだく	DARK	82	172	1.720	9.0	19.1	9.0	14.0	10.0	22.0	4	0.100	0.033	3.050
59	ARCANINE	ウインディ	FIRE		1471	17	133	99	122	▲	かみつく	DARK	5	0.5	25		ワイルドボルト	ELECTRIC	66	191	1.910	12.5	25.3	10.0	14.0	10.0	22.0	4	0.100	0.033	3.050
59	ARCANINE	ウインディ	FIRE		1471	17	133	99	122	▲	かみつく	DARK	5	0.5	30	▲	じならし	GROUND	94	244	2.440	15.0	26.3	10.0	14.0	10.0	22.0	4	0.100	0.033	3.050
59	ARCANINE	ウインディ	FIRE		1471	17	133	99	122	▲	かみつく	DARK	5	0.5	25	▲	かえんほうしゃ	FIRE	98	223	2.230	12.5	27.8	10.0	14.0	10.0	22.0	4	0.100	0.033	3.050
59	ARCANINE	ウインディ	FIRE		1471	17	133	99	122	▲	かみつく	DARK	5	0.5	40		だいもんじ	FIRE	196	396	3.960	20.0	29.8	10.0	14.0	10.0	22.0	4	0.100	0.033	3.050
59	ARCANINE	ウインディ	FIRE		1471	17	133	99	122	▲	かみつく	DARK	5	0.5	23		かみくだく	DARK	82	197	1.970	11.5	27.3	10.0	14.0	10.0	22.0	4	0.100	0.033	3.050
59	ARCANINE	ウインディ	FIRE		1471	17	133	99	122		ほのおのキバ	FIRE	10	1.0	10	▲	かえんほうしゃ	FIRE	98	198	1.980	10.0	19.8	10.0	14.0	10.0	22.0	4	0.100	0.033	3.050
59	ARCANINE	ウインディ	FIRE		1471	17	133	99	122		ほのおのキバ	FIRE	10	1.0	12	▲	じならし	GROUND	94	214	2.140	12.0	17.8	10.0	14.0	10.0	22.0	4	0.100	0.033	3.050
59	ARCANINE	ウインディ	FIRE		1471	17	133	99	122		ほのおのキバ	FIRE	10	1.0	10		ワイルドボルト	ELECTRIC	66	166	1.660	10.0	16.6	10.0	14.0	10.0	22.0	4	0.100	0.033	3.050
59	ARCANINE	ウインディ	FIRE		1471	17	133	99	122		ほのおのキバ	FIRE	10	1.0	16		だいもんじ	FIRE	196	356	3.560	16.0	22.3	10.0	14.0	10.0	22.0	4	0.100	0.033	3.050
160	FERALIGATR	オーダイル	WATER		1469	18	124	115	120		かみつく	DARK	5	0.5	23		かみくだく	DARK	76	191	1.910	11.5	26.8	10.0	15.0	10.0	22.0	4	0.100	0.033	3.000
160	FERALIGATR	オーダイル	WATER		1469	18	124	115	120		かみつく	DARK	5	0.5	28		れいとうビーム	ICE	39	179	1.790	14.0	22.8	10.0	15.0	10.0	22.0	4	0.100	0.033	3.000
160	FERALIGATR	オーダイル	WATER		1469	18	124	115	120		かみつく	DARK	5	0.5	38		ハイドロポンプ	WATER	106	296	2.960	19.0	25.7	10.0	15.0	10.0	22.0	4	0.100	0.033	3.000
130	GYARADOS	ギャラドス	WATER	FLYING	1453	15	130	103	119		かみつく	DARK	5	0.5	30		げきりん	DRAGON	49	199	1.990	15.0	23.3	10.0	14.0	10.0	22.0	4	0.100	0.034	2.975
130	GYARADOS	ギャラドス	WATER	FLYING	1453	15	130	103	119		かみつく	DARK	5	0.5	30	▲	りゅうのはどう	DRAGON	40	190	1.900	15.0	22.7	10.0	14.0	10.0	22.0	4	0.100	0.034	2.975
130	GYARADOS	ギャラドス	WATER	FLYING	1453	15	130	103	119		かみつく	DARK	5	0.5	23	▲	たつまき	DRAGON	20	135	1.350	11.5	21.8	10.0	14.0	10.0	22.0	4	0.100	0.034	2.975
130	GYARADOS	ギャラドス	WATER	FLYING	1453	15	130	103	119		かみつく	DARK	5	0.5	38		ハイドロポンプ	WATER	111	301	3.010	19.0	25.9	10.0	14.0	10.0	22.0	4	0.100	0.034	2.975
130	GYARADOS	ギャラドス	WATER	FLYING	1453	15	130	103	119		かみつく	DARK	5	0.5	23		かみくだく	DARK	80	195	1.950	11.5	27.1	10.0	14.0	10.0	22.0	4	0.100	0.034	2.975
20	RATICATE_ALOLA	ラッタ (アローラのすがた)	DARK	NORMAL	1498	31.5	111	125	145		かみつく	DARK	5	0.5	23		かみくだく	DARK	82	197	1.970	11.5	27.3	10.0	13.0	10.0	22.0	5	0.100	0.034	2.900
20	RATICATE_ALOLA	ラッタ (アローラのすがた)	DARK	NORMAL	1498	31.5	111	125	145		かみつく	DARK	5	0.5	40		はかいこうせん	NORMAL	69	269	2.690	20.0	23.5	10.0	13.0	10.0	22.0	5	0.100	0.034	2.900
20	RATICATE_ALOLA	ラッタ (アローラのすがた)	DARK	NORMAL	1498	31.5	111	125	145		かみつく	DARK	5	0.5	25		ひっさつまえば	NORMAL	37	162	1.620	12.5	23.0	10.0	13.0	10.0	22.0	5	0.100	0.034	2.900
244	ENTEI	エンテイ	FIRE		1488	15	129	96	137		ほのおのキバ	FIRE	10	1.0	16		オーバーヒート	FIRE	203	363	3.630	16.0	22.7	10.0	14.0	10.0	22.0	5	0.100	0.036	2.740
244	ENTEI	エンテイ	FIRE		1488	15	129	96	137		ほのおのキバ	FIRE	10	1.0	16		だいもんじ	FIRE	189	349	3.490	16.0	21.8	10.0	14.0	10.0	22.0	5	0.100	0.036	2.740
244	ENTEI	エンテイ	FIRE		1488	15	129	96	137		ほのおのキバ	FIRE	10	1.0	10		かえんほうしゃ	FIRE	95	195	1.950	10.0	19.5	10.0	14.0	10.0	22.0	5	0.100	0.036	2.740
404	LUXIO	ルクシオ	ELECTRIC		1486	40	137	86	134		かみつく	DARK	5	0.5	25		ワイルドボルト	ELECTRIC	81	206	2.060	12.5	26.5	10.0	12.0	10.0	22.0	5	0.100	0.037	2.680
404	LUXIO	ルクシオ	ELECTRIC		1486	40	137	86	134		かみつく	DARK	5	0.5	23		１０まんボルト	ELECTRIC	72	187	1.870	11.5	26.4	10.0	12.0	10.0	22.0	5	0.100	0.037	2.680
404	LUXIO	ルクシオ	ELECTRIC		1486	40	137	86	134		かみつく	DARK	5	0.5	23		かみくだく	DARK	84	199	1.990	11.5	27.5	10.0	12.0	10.0	22.0	5	0.100	0.037	2.680
58	GROWLITHE	ガーディ	FIRE		1243	40	119	85	127		かみつく	DARK	5	0.5	18		のしかかり	NORMAL	21	111	1.110	9.0	22.4	9.0	10.0	10.0	22.0	5	0.100	0.039	2.540
58	GROWLITHE	ガーディ	FIRE		1243	40	119	85	127		かみつく	DARK	5	0.5	28		かえんぐるま	FIRE	75	215	2.150	14.0	25.5	10.0	10.0	10.0	22.0	5	0.100	0.039	2.540
58	GROWLITHE	ガーディ	FIRE		1243	40	119	85	127		かみつく	DARK	5	0.5	25		かえんほうしゃ	FIRE	88	213	2.130	12.5	27.0	10.0	10.0	10.0	22.0	5	0.100	0.039	2.540
229	HOUNDOOM	ヘルガー	DARK	FIRE	1468	19.5	140	93	115		ほのおのキバ	FIRE	11	1.0	9		イカサマ	DARK	104	203	2.030	9.0	22.6	9.0	9.0	10.0	22.0	5	0.110	0.043	2.530
229	HOUNDOOM	ヘルガー	DARK	FIRE	1468	19.5	140	93	115		ほのおのキバ	FIRE	11	1.0	9		かみくだく	DARK	104	203	2.030	9.0	22.6	9.0	9.0	10.0	22.0	5	0.110	0.043	2.530
229	HOUNDOOM	ヘルガー	DARK	FIRE	1468	19.5	140	93	115		ほのおのキバ	FIRE	11	1.0	16		だいもんじ	FIRE	207	383	3.830	16.0	23.9	10.0	9.0	10.0	22.0	5	0.110	0.043	2.530
89	MUK_ALOLA	ベトベトン (アローラのすがた)	POISON	DARK	1496	19	119	108	144		かみつく	DARK	5	0.5	25		あくのはどう	DARK	100	225	2.250	12.5	28.0	10.0	8.0	10.0	22.0	6	0.100	0.042	2.400
89	MUK_ALOLA	ベトベトン (アローラのすがた)	POISON	DARK	1496	19	119	108	144		かみつく	DARK	5	0.5	33		ヘドロウェーブ	POISON	34	199	1.990	16.5	22.1	10.0	8.0	10.0	22.0	6	0.100	0.042	2.400
89	MUK_ALOLA	ベトベトン (アローラのすがた)	POISON	DARK	1496	19	119	108	144		かみつく	DARK	5	0.5	38		ダストシュート	POISON	40	230	2.300	19.0	22.1	10.0	8.0	10.0	22.0	6	0.100	0.042	2.400
388	GROTLE	ハヤシガメ	GRASS		1485	27.5	120	110	137		かみつく	DARK	5	0.5	18		のしかかり	NORMAL	21	111	1.110	9.0	22.4	9.0	8.0	10.0	22.0	6	0.100	0.044	2.283
388	GROTLE	ハヤシガメ	GRASS		1485	27.5	120	110	137		かみつく	DARK	5	0.5	40		ソーラービーム	GRASS	74	274	2.740	20.0	23.7	10.0	8.0	10.0	22.0	6	0.100	0.044	2.283
388	GROTLE	ハヤシガメ	GRASS		1485	27.5	120	110	137		かみつく	DARK	5	0.5	30		エナジーボール	GRASS	45	195	1.950	15.0	23.0	10.0	8.0	10.0	22.0	6	0.100	0.044	2.283
31	NIDOQUEEN	ニドクイン	POISON	GROUND	1492	21	119	115	135		かみつく	DARK	5	0.5	33		じしん	GROUND	150	315	3.150	16.5	29.2	10.0	8.0	10.0	22.0	6	0.100	0.044	2.250
31	NIDOQUEEN	ニドクイン	POISON	GROUND	1492	21	119	115	135		かみつく	DARK	5	0.5	33		ヘドロウェーブ	POISON	34	199	1.990	16.5	22.1	10.0	8.0	10.0	22.0	6	0.100	0.044	2.250
31	NIDOQUEEN	ニドクイン	POISON	GROUND	1492	21	119	115	135		かみつく	DARK	5	0.5	28		ストーンエッジ	ROCK	41	181	1.810	14.0	23.0	10.0	8.0	10.0	22.0	6	0.100	0.044	2.250
42	GOLBAT	ゴルバット	POISON	FLYING	1496	26.5	121	113	134		かみつく	DARK	5	0.5	18		どくどくのキバ	POISON	13	103	1.030	9.0	21.5	9.0	8.0	10.0	22.0	6	0.100	0.045	2.233
42	GOLBAT	ゴルバット	POISON	FLYING	1496	26.5	121	113	134		かみつく	DARK	5	0.5	20	▲	あやしいかぜ	GHOST	54	154	1.540	10.0	25.4	10.0	8.0	10.0	22.0	6	0.100	0.045	2.233
42	GOLBAT	ゴルバット	POISON	FLYING	1496	26.5	121	113	134		かみつく	DARK	5	0.5	28		エアカッター	FLYING	30	170	1.700	14.0	22.2	10.0	8.0	10.0	22.0	6	0.100	0.045	2.233
42	GOLBAT	ゴルバット	POISON	FLYING	1496	26.5	121	113	134		かみつく	DARK	5	0.5	28		シャドーボール	GHOST	107	247	2.470	14.0	27.8	10.0	8.0	10.0	22.0	6	0.100	0.045	2.233
295	EXPLOUD	バクオング	NORMAL		1475	22	121	95	154		かみつく	DARK	5	0.5	40		だいもんじ	FIRE	149	349	3.490	20.0	27.5	10.0	8.0	10.0	22.0	7	0.100	0.045	2.200
295	EXPLOUD	バクオング	NORMAL		1475	22	121	95	154		かみつく	DARK	5	0.5	23		チャームボイス	FAIRY	30	145	1.450	11.5	22.7	10.0	8.0	10.0	22.0	7	0.100	0.045	2.200
295	EXPLOUD	バクオング	NORMAL		1475	22	121	95	154		かみつく	DARK	5	0.5	23		かみくだく	DARK	75	190	1.900	11.5	26.7	10.0	8.0	10.0	22.0	7	0.100	0.045	2.200
389	TORTERRA	ドダイトス	GRASS	GROUND	1467	17.5	121	113	129		かみつく	DARK	5	0.5	33		じしん	GROUND	153	318	3.180	16.5	29.4	10.0	8.0	10.0	22.0	6	0.100	0.047	2.150
389	TORTERRA	ドダイトス	GRASS	GROUND	1467	17.5	121	113	129		かみつく	DARK	5	0.5	40		ソーラービーム	GRASS	75	275	2.750	20.0	23.8	10.0	8.0	10.0	22.0	6	0.100	0.047	2.150
389	TORTERRA	ドダイトス	GRASS	GROUND	1467	17.5	121	113	129		かみつく	DARK	5	0.5	28		ストーンエッジ	ROCK	42	182	1.820	14.0	23.1	10.0	8.0	10.0	22.0	6	0.100	0.047	2.150
169	CROBAT	クロバット	POISON	FLYING	1474	19.5	123	113	125		かみつく	DARK	5	0.5	25		ヘドロばくだん	POISON	26	151	1.510	12.5	22.1	10.0	8.0	10.0	21.0	6	0.100	0.048	2.083
169	CROBAT	クロバット	POISON	FLYING	1474	19.5	123	113	125		かみつく	DARK	5	0.5	28		シャドーボール	GHOST	108	248	2.480	14.0	27.9	10.0	8.0	10.0	21.0	6	0.100	0.048	2.083
169	CROBAT	クロバット	POISON	FLYING	1474	19.5	123	113	125		かみつく	DARK	5	0.5	28		エアカッター	FLYING	31	171	1.710	14.0	22.3	10.0	8.0	10.0	21.0	6	0.100	0.048	2.083
88	GRIMER_ALOLA	ベトベター (アローラのすがた)	POISON	DARK	1374	40	118	82	162		かみつく	DARK	5	0.5	38		ダストシュート	POISON	40	230	2.300	19.0	22.1	10.0	8.0	10.0	21.0	8	0.100	0.049	2.025
88	GRIMER_ALOLA	ベトベター (アローラのすがた)	POISON	DARK	1374	40	118	82	162		かみつく	DARK	5	0.5	25		ヘドロばくだん	POISON	25	150	1.500	12.5	22.0	10.0	8.0	10.0	21.0	8	0.100	0.049	2.025
88	GRIMER_ALOLA	ベトベター (アローラのすがた)	POISON	DARK	1374	40	118	82	162		かみつく	DARK	5	0.5	23		かみくだく	DARK	87	202	2.020	11.5	27.7	10.0	8.0	10.0	21.0	8	0.100	0.049	2.025
24	ARBOK	アーボック	POISON		1482	27	126	116	118		かみつく	DARK	5	0.5	38		ダストシュート	POISON	43	233	2.330	19.0	22.3	10.0	8.0	10.0	20.0	6	0.100	0.051	1.967
24	ARBOK	アーボック	POISON		1482	27	126	116	118		かみつく	DARK	5	0.5	33		ヘドロウェーブ	POISON	36	201	2.010	16.5	22.2	10.0	8.0	10.0	20.0	6	0.100	0.051	1.967
20	RATICATE_NORMAL	ラッタ	NORMAL		1496	30.5	129	113	118		かみつく	DARK	5	0.5	40		はかいこうせん	NORMAL	79	279	2.790	20.0	24.0	10.0	8.0	10.0	20.0	6	0.100	0.051	1.967
20	RATICATE_NORMAL	ラッタ	NORMAL		1496	30.5	129	113	118		かみつく	DARK	5	0.5	40		あなをほる	GROUND	113	313	3.130	20.0	25.7	10.0	8.0	10.0	20.0	6	0.100	0.051	1.967
20	RATICATE_NORMAL	ラッタ	NORMAL		1496	30.5	129	113	118		かみつく	DARK	5	0.5	25		ひっさつまえば	NORMAL	43	168	1.680	12.5	23.4	10.0	8.0	10.0	20.0	6	0.100	0.051	1.967
24	ARBOK	アーボック	POISON		1482	27	126	116	118		かみつく	DARK	5	0.5	25		あくのはどう	DARK	89	214	2.140	12.5	27.1	10.0	8.0	10.0	20.0	6	0.100	0.051	1.967
303	MAWILE	クチート	STEEL	FAIRY	1494	34	128	117	114		かみつく	DARK	5	0.5	25		アイアンヘッド	STEEL	32	157	1.570	12.5	22.6	10.0	8.0	10.0	19.0	6	0.100	0.053	1.900
303	MAWILE	クチート	STEEL	FAIRY	1494	34	128	117	114		かみつく	DARK	5	0.5	30		じゃれつく	FAIRY	48	198	1.980	15.0	23.2	10.0	8.0	10.0	19.0	6	0.100	0.053	1.900
303	MAWILE	クチート	STEEL	FAIRY	1494	34	128	117	114		かみつく	DARK	5	0.5	20		はさむ	NORMAL	18	118	1.180	10.0	21.8	10.0	8.0	10.0	19.0	6	0.100	0.053	1.900
294	LOUDRED	ドゴーム	NORMAL		1327	40	117	75	167		かみつく	DARK	5	0.5	23	▲	かみくだく	DARK	72	187	1.870	11.5	26.4	10.0	8.0	10.0	19.0	9	0.100	0.054	1.856
294	LOUDRED	ドゴーム	NORMAL		1327	40	117	75	167		かみつく	DARK	5	0.5	25		かえんほうしゃ	FIRE	72	197	1.970	12.5	25.8	10.0	8.0	10.0	19.0	9	0.100	0.054	1.856
294	LOUDRED	ドゴーム	NORMAL		1327	40	117	75	167		かみつく	DARK	5	0.5	20		ふみつけ	NORMAL	27	127	1.270	10.0	22.7	10.0	8.0	10.0	19.0	9	0.100	0.054	1.856
294	LOUDRED	ドゴーム	NORMAL		1327	40	117	75	167		かみつく	DARK	5	0.5	23		チャームボイス	FAIRY	28	143	1.430	11.5	22.5	10.0	8.0	10.0	19.0	9	0.100	0.054	1.856
455	CARNIVINE	マスキッパ	GRASS		1480	24	132	98	126		かみつく	DARK	5	0.5	23		かみくだく	DARK	81	196	1.960	11.5	27.2	10.0	8.0	10.0	18.0	7	0.100	0.056	1.800
455	CARNIVINE	マスキッパ	GRASS		1480	24	132	98	126		かみつく	DARK	5	0.5	25		パワーウィップ	GRASS	49	174	1.740	12.5	23.9	10.0	8.0	10.0	18.0	7	0.100	0.056	1.800
455	CARNIVINE	マスキッパ	GRASS		1480	24	132	98	126		かみつく	DARK	5	0.5	30		エナジーボール	GRASS	49	199	1.990	15.0	23.3	10.0	8.0	10.0	18.0	7	0.100	0.056	1.800
434	STUNKY	スカンプー	POISON	DARK	1151	40	107	82	138		かみつく	DARK	5	0.5	25		かえんほうしゃ	FIRE	66	191	1.910	12.5	25.3	10.0	8.0	10.0	18.0	8	0.100	0.058	1.725
434	STUNKY	スカンプー	POISON	DARK	1151	40	107	82	138		かみつく	DARK	5	0.5	23		かみくだく	DARK	79	194	1.940	11.5	27.0	10.0	8.0	10.0	18.0	8	0.100	0.058	1.725
434	STUNKY	スカンプー	POISON	DARK	1151	40	107	82	138		かみつく	DARK	5	0.5	25		ヘドロばくだん	POISON	22	147	1.470	12.5	21.8	10.0	8.0	10.0	18.0	8	0.100	0.058	1.725
354	BANETTE	ジュペッタ	GHOST		1477	22.5	147	89	112		シャドークロー	GHOST	10	1.0	8		シャドーボール	GHOST	155	235	2.350	8.0	29.7	8.0	8.0	10.0	16.0	7	0.100	0.063	1.600
354	BANETTE	ジュペッタ	GHOST		1477	22.5	147	89	112		シャドークロー	GHOST	10	1.0	9		かみなり	ELECTRIC	81	171	1.710	9.0	19.5	9.0	8.0	10.0	16.0	7	0.100	0.063	1.600
354	BANETTE	ジュペッタ	GHOST		1477	22.5	147	89	112		シャドークロー	GHOST	10	1.0	10		マジカルシャイン	FAIRY	51	151	1.510	10.0	15.1	10.0	8.0	10.0	16.0	7	0.100	0.063	1.600
198	MURKROW	ヤミカラス	DARK	FLYING	1495	37	146	78	131		だましうち	DARK	10	1.0	7		ドリルくちばし	FLYING	36	106	1.060	7.0	15.4	7.0	8.0	10.0	15.0	9	0.100	0.069	1.456
198	MURKROW	ヤミカラス	DARK	FLYING	1495	37	146	78	131		だましうち	DARK	10	1.0	8		イカサマ	DARK	108	188	1.880	8.0	24.4	8.0	8.0	10.0	15.0	9	0.100	0.069	1.456
198	MURKROW	ヤミカラス	DARK	FLYING	1495	37	146	78	131		だましうち	DARK	10	1.0	9		あくのはどう	DARK	123	213	2.130	9.0	24.8	9.0	8.0	10.0	15.0	9	0.100	0.069	1.456
371	BAGON	タツベイ	DRAGON		1156	40	117	85	113		かみつく	DARK	5	0.5	23		たつまき	DRAGON	22	137	1.370	11.5	22.0	10.0	8.0	10.0	15.0	8	0.100	0.071	1.413
371	BAGON	タツベイ	DRAGON		1156	40	117	85	113		かみつく	DARK	5	0.5	23		かみくだく	DARK	72	187	1.870	11.5	26.4	10.0	8.0	10.0	15.0	8	0.100	0.071	1.413
371	BAGON	タツベイ	DRAGON		1156	40	117	85	113		かみつく	DARK	5	0.5	25		かえんほうしゃ	FIRE	72	197	1.970	12.5	25.8	10.0	8.0	10.0	15.0	8	0.100	0.071	1.413
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	シャドークロー	GHOST	10	1.0	8		シャドーボール	GHOST	164	244	2.440	8.0	30.9	8.0	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	シャドークロー	GHOST	10	1.0	8		ヘドロばくだん	POISON	32	112	1.120	8.0	14.5	8.0	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	シャドークロー	GHOST	10	1.0	8	▲	あくのはどう	DARK	109	189	1.890	8.0	25.3	8.0	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	したでなめる	GHOST	5	0.5	17		ヘドロばくだん	POISON	32	117	1.170	8.5	23.8	8.5	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	したでなめる	GHOST	5	0.5	17	▲	あくのはどう	DARK	109	194	1.940	8.5	33.1	8.5	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	したでなめる	GHOST	5	0.5	19		シャドーボール	GHOST	164	259	2.590	9.5	37.9	9.5	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	したでなめる	GHOST	5	0.5	24	▲	サイコキネシス	PSYCHIC	34	154	1.540	12.0	22.9	10.0	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	シャドークロー	GHOST	10	1.0	10	▲	ヘドロウェーブ	POISON	44	144	1.440	10.0	14.7	10.0	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	シャドークロー	GHOST	10	1.0	11		きあいだま	FIGHTING	128	238	2.380	11.0	21.9	10.0	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	シャドークロー	GHOST	10	1.0	10	▲	サイコキネシス	PSYCHIC	34	134	1.340	10.0	13.4	10.0	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	したでなめる	GHOST	5	0.5	25		きあいだま	FIGHTING	128	253	2.530	12.5	30.2	10.0	8.0	10.0	14.0	7	0.100	0.073	1.371
94	GENGAR	ゲンガー	GHOST	POISON	1480	18	156	92	96	▲	したでなめる	GHOST	5	0.5	22	▲	ヘドロウェーブ	POISON	44	154	1.540	11.0	24.1	10.0	8.0	10.0	14.0	7	0.100	0.073	1.371
247	PUPITAR	サナギラス	ROCK	GROUND	1488	29.5	123	107	135		かみつく	DARK	5	0.5	40		あなをほる	GROUND	129	329	3.290	20.0	26.5	10.0	8.0	10.0	14.0	10	0.100	0.074	1.350
247	PUPITAR	サナギラス	ROCK	GROUND	1488	29.5	123	107	135		かみつく	DARK	5	0.5	23		かみくだく	DARK	75	190	1.900	11.5	26.7	10.0	8.0	10.0	14.0	10	0.100	0.074	1.350
247	PUPITAR	サナギラス	ROCK	GROUND	1488	29.5	123	107	135		かみつく	DARK	5	0.5	23		げんしのちから	ROCK	36	151	1.510	11.5	23.2	10.0	8.0	10.0	14.0	10	0.100	0.074	1.350
93	HAUNTER	ゴースト	GHOST	POISON	1486	26.5	163	83	98		シャドークロー	GHOST	11	1.0	5		シャドーパンチ	GHOST	69	124	1.240	5.0	24.8	5.0	8.0	10.0	13.0	8	0.110	0.082	1.347
