0013	ビードル	WEEDLE_NORMAL	BUG	POISON	1.0	0.390625	1.6	0.625	1.0	1.6	0.625	1.0	1.0	1.6	1.0	0.390625	1.0	1.6	1.0	1.0	1.0	0.625
0014	コクーン	KAKUNA_NORMAL	BUG	POISON	1.0	0.390625	1.6	0.625	1.0	1.6	0.625	1.0	1.0	1.6	1.0	0.390625	1.0	1.6	1.0	1.0	1.0	0.625
0015	スピアー	BEEDRILL_NORMAL	BUG	POISON	1.0	0.390625	1.6	0.625	1.0	1.6	0.625	1.0	1.0	1.6	1.0	0.390625	1.0	1.6	1.0	1.0	1.0	0.625
0016	ポッポ	PIDGEY	NORMAL	FLYING	1.0	1.0	1.0	1.0	0.390625	1.6	0.625	0.390625	1.0	1.0	1.0	0.625	1.6	1.0	1.6	1.0	1.0	1.0
0017	ピジョン	PIDGEOTTO	NORMAL	FLYING	1.0	1.0	1.0	1.0	0.390625	1.6	0.625	0.390625	1.0	1.0	1.0	0.625	1.6	1.0	1.6	1.0	1.0	1.0
0018	ピジョット	PIDGEOT	NORMAL	FLYING	1.0	1.0	1.0	1.0	0.390625	1.6	0.625	0.390625	1.0	1.0	1.0	0.625	1.6	1.0	1.6	1.0	1.0	1.0
0019	コラッタ (アローラのすがた)	RATTATA_ALOLA	DARK	NORMAL	1.0	2.56	1.0	1.0	1.0	1.0	1.6	0.244140625	1.0	1.0	1.0	1.0	1.0	0.390625	1.0	1.0	0.625	1.6
0019	コラッタ	RATTATA_NORMAL	NORMAL		1.0	1.6	1.0	1.0	1.0	1.0	1.0	0.390625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0020	ラッタ (アローラのすがた)	RATICATE_ALOLA	DARK	NORMAL	1.0	2.56	1.0	1.0	1.0	1.0	1.6	0.244140625	1.0	1.0	1.0	1.0	1.0	0.390625	1.0	1.0	0.625	1.6
0020	ラッタ	RATICATE_NORMAL	NORMAL		1.0	1.6	1.0	1.0	1.0	1.0	1.0	0.390625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0021	オニスズメ	SPEAROW	NORMAL	FLYING	1.0	1.0	1.0	1.0	0.390625	1.6	0.625	0.390625	1.0	1.0	1.0	0.625	1.6	1.0	1.6	1.0	1.0	1.0
0022	オニドリル	FEAROW	NORMAL	FLYING	1.0	1.0	1.0	1.0	0.390625	1.6	0.625	0.390625	1.0	1.0	1.0	0.625	1.6	1.0	1.6	1.0	1.0	1.0
0023	アーボ	EKANS_NORMAL	POISON		1.0	0.625	1.0	0.625	1.6	1.0	0.625	1.0	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625
0024	アーボック	ARBOK_NORMAL	POISON		1.0	0.625	1.0	0.625	1.6	1.0	0.625	1.0	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625
0025	ピカチュウ	PIKACHU_NORMAL	ELECTRIC		1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625	1.0	1.0	1.0	0.625	1.0	1.0	1.0	1.0	1.0
0026	ライチュウ (アローラのすがた)	RAICHU_ALOLA	ELECTRIC	PSYCHIC	1.0	0.625	0.625	1.0	1.6	1.0	1.6	1.6	0.625	1.0	1.0	1.0	0.625	0.625	1.0	1.0	1.6	1.0
0026	ライチュウ	RAICHU_NORMAL	ELECTRIC		1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625	1.0	1.0	1.0	0.625	1.0	1.0	1.0	1.0	1.0
0027	サンド (アローラのすがた)	SANDSHREW_ALOLA	ICE	STEEL	0.625	2.56	0.625	0.390625	1.6	1.0	0.625	1.0	1.0	2.56	1.0	0.625	1.0	0.625	0.390625	0.625	1.0	0.625
0027	サンド	SANDSHREW_NORMAL	GROUND		1.0	1.0	1.0	0.625	1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	0.390625	1.0	1.6	1.0	1.0	1.0
0028	サンドパン (アローラのすがた)	SANDSLASH_ALOLA	ICE	STEEL	0.625	2.56	0.625	0.390625	1.6	1.0	0.625	1.0	1.0	2.56	1.0	0.625	1.0	0.625	0.390625	0.625	1.0	0.625
0028	サンドパン	SANDSLASH_NORMAL	GROUND		1.0	1.0	1.0	0.625	1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	0.390625	1.0	1.6	1.0	1.0	1.0
0030	ニドリーナ	NIDORINA_NORMAL	POISON		1.0	0.625	1.0	0.625	1.6	1.0	0.625	1.0	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625
0031	ニドクイン	NIDOQUEEN_NORMAL	POISON	GROUND	1.0	0.625	1.0	0.390625	1.6	0.625	0.625	1.0	1.0	1.0	1.6	1.0	0.390625	1.6	1.6	1.0	1.0	0.625
0033	ニドリーノ	NIDORINO_NORMAL	POISON		1.0	0.625	1.0	0.625	1.6	1.0	0.625	1.0	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625
0034	ニドキング	NIDOKING_NORMAL	POISON	GROUND	1.0	0.625	1.0	0.390625	1.6	0.625	0.625	1.0	1.0	1.0	1.6	1.0	0.390625	1.6	1.6	1.0	1.0	0.625
0035	ピッピ	CLEFAIRY	FAIRY		1.0	0.625	1.0	1.6	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	1.0	1.0	1.0	0.390625	0.625	1.0
0036	ピクシー	CLEFABLE	FAIRY		1.0	0.625	1.0	1.6	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	1.0	1.0	1.0	0.390625	0.625	1.0
0037	ロコン (アローラのすがた)	VULPIX_ALOLA	ICE		1.0	1.6	1.0	1.0	1.0	1.6	1.0	1.0	1.6	1.6	1.0	1.0	1.0	1.0	0.625	1.0	1.0	1.0
0037	ロコン	VULPIX_NORMAL	FIRE		1.0	1.0	1.0	1.0	1.6	1.6	0.625	1.0	0.625	0.625	1.6	0.625	1.0	1.0	0.625	1.0	1.0	0.625
0038	キュウコン (アローラのすがた)	NINETALES_ALOLA	ICE	FAIRY	1.0	1.0	1.0	1.6	1.0	1.6	0.625	1.0	2.56	1.6	1.0	1.0	1.0	1.0	0.625	0.390625	0.625	1.0
0038	キュウコン	NINETALES_NORMAL	FIRE		1.0	1.0	1.0	1.0	1.6	1.6	0.625	1.0	0.625	0.625	1.6	0.625	1.0	1.0	0.625	1.0	1.0	0.625
0039	プリン	JIGGLYPUFF	NORMAL	FAIRY	1.0	1.0	1.0	1.6	1.0	1.0	0.625	0.390625	1.6	1.0	1.0	1.0	1.0	1.0	1.0	0.390625	0.625	1.0
0040	プクリン	WIGGLYTUFF	NORMAL	FAIRY	1.0	1.0	1.0	1.6	1.0	1.0	0.625	0.390625	1.6	1.0	1.0	1.0	1.0	1.0	1.0	0.390625	0.625	1.0
0041	ズバット	ZUBAT_NORMAL	POISON	FLYING	1.0	0.390625	1.0	0.625	0.625	1.6	0.390625	1.0	1.0	1.0	1.0	0.390625	1.6	1.6	1.6	1.0	1.0	0.625
0042	ゴルバット	GOLBAT_NORMAL	POISON	FLYING	1.0	0.390625	1.0	0.625	0.625	1.6	0.390625	1.0	1.0	1.0	1.0	0.390625	1.6	1.6	1.6	1.0	1.0	0.625
0043	ナゾノクサ	ODDISH_NORMAL	GRASS	POISON	1.0	0.625	1.6	1.0	1.0	1.0	1.0	1.0	1.0	1.6	0.625	0.390625	0.625	1.6	1.6	1.0	1.0	0.625
0044	クサイハナ	GLOOM_NORMAL	GRASS	POISON	1.0	0.625	1.6	1.0	1.0	1.0	1.0	1.0	1.0	1.6	0.625	0.390625	0.625	1.6	1.6	1.0	1.0	0.625
0045	ラフレシア	VILEPLUME_NORMAL	GRASS	POISON	1.0	0.625	1.6	1.0	1.0	1.0	1.0	1.0	1.0	1.6	0.625	0.390625	0.625	1.6	1.6	1.0	1.0	0.625
0046	パラス	PARAS	BUG	GRASS	1.0	0.625	2.56	1.6	0.390625	1.6	1.6	1.0	1.0	2.56	0.625	0.390625	0.625	1.0	1.6	1.0	1.0	1.0
0047	パラセクト	PARASECT	BUG	GRASS	1.0	0.625	2.56	1.6	0.390625	1.6	1.6	1.0	1.0	2.56	0.625	0.390625	0.625	1.0	1.6	1.0	1.0	1.0
0048	コンパン	VENONAT_NORMAL	BUG	POISON	1.0	0.390625	1.6	0.625	1.0	1.6	0.625	1.0	1.0	1.6	1.0	0.390625	1.0	1.6	1.0	1.0	1.0	0.625
0049	モルフォン	VENOMOTH_NORMAL	BUG	POISON	1.0	0.390625	1.6	0.625	1.0	1.6	0.625	1.0	1.0	1.6	1.0	0.390625	1.0	1.6	1.0	1.0	1.0	0.625
0050	ディグダ (アローラのすがた)	DIGLETT_ALOLA	GROUND	STEEL	0.625	1.6	0.625	0.244140625	1.6	0.390625	0.625	1.0	0.625	1.6	1.6	1.0	0.390625	0.625	1.0	0.625	1.0	0.625
0050	ディグダ	DIGLETT_NORMAL	GROUND		1.0	1.0	1.0	0.625	1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	0.390625	1.0	1.6	1.0	1.0	1.0
0051	ダグトリオ (アローラのすがた)	DUGTRIO_ALOLA	GROUND	STEEL	0.625	1.6	0.625	0.244140625	1.6	0.390625	0.625	1.0	0.625	1.6	1.6	1.0	0.390625	0.625	1.0	0.625	1.0	0.625
0051	ダグトリオ	DUGTRIO_NORMAL	GROUND		1.0	1.0	1.0	0.625	1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	0.390625	1.0	1.6	1.0	1.0	1.0
0052	ニャース (アローラのすがた)	MEOWTH_ALOLA	DARK		1.0	1.6	1.0	1.0	1.0	1.0	1.6	0.625	1.0	1.0	1.0	1.0	1.0	0.390625	1.0	1.0	0.625	1.6
0052	ニャース (ガラルのすがた)	MEOWTH_GALARIAN	STEEL		0.625	1.6	0.625	0.390625	1.6	0.625	0.625	1.0	0.625	1.6	1.0	0.625	1.0	0.625	0.625	0.625	1.0	0.625
0052	ニャース	MEOWTH_NORMAL	NORMAL		1.0	1.6	1.0	1.0	1.0	1.0	1.0	0.390625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0053	ペルシアン (アローラのすがた)	PERSIAN_ALOLA	DARK		1.0	1.6	1.0	1.0	1.0	1.0	1.6	0.625	1.0	1.0	1.0	1.0	1.0	0.390625	1.0	1.0	0.625	1.6
0053	ペルシアン	PERSIAN_NORMAL	NORMAL		1.0	1.6	1.0	1.0	1.0	1.0	1.0	0.390625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0054	コダック	PSYDUCK_NORMAL	WATER		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.625	0.625	0.625	1.6	1.6	1.0	0.625	1.0	1.0	1.0
0055	ゴルダック	GOLDUCK_NORMAL	WATER		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.625	0.625	0.625	1.6	1.6	1.0	0.625	1.0	1.0	1.0
0056	マンキー	MANKEY	FIGHTING		1.0	1.0	1.6	1.0	1.0	0.625	0.625	1.0	1.0	1.0	1.0	1.0	1.0	1.6	1.0	1.0	0.625	1.6
0057	オコリザル	PRIMEAPE	FIGHTING		1.0	1.0	1.6	1.0	1.0	0.625	0.625	1.0	1.0	1.0	1.0	1.0	1.0	1.6	1.0	1.0	0.625	1.6
0058	ガーディ	GROWLITHE_NORMAL	FIRE		1.0	1.0	1.0	1.0	1.6	1.6	0.625	1.0	0.625	0.625	1.6	0.625	1.0	1.0	0.625	1.0	1.0	0.625
0059	ウインディ	ARCANINE_NORMAL	FIRE		1.0	1.0	1.0	1.0	1.6	1.6	0.625	1.0	0.625	0.625	1.6	0.625	1.0	1.0	0.625	1.0	1.0	0.625
0060	ニョロモ	POLIWAG_NORMAL	WATER		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.625	0.625	0.625	1.6	1.6	1.0	0.625	1.0	1.0	1.0
0061	ニョロゾ	POLIWHIRL_NORMAL	WATER		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.625	0.625	0.625	1.6	1.6	1.0	0.625	1.0	1.0	1.0
0062	ニョロボン	POLIWRATH_NORMAL	WATER	FIGHTING	1.0	1.0	1.6	1.0	1.0	0.625	0.625	1.0	0.625	0.625	0.625	1.6	1.6	1.6	0.625	1.0	0.625	1.6
0063	ケーシィ	ABRA_NORMAL	PSYCHIC		1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	1.0	1.0	1.0	1.0	1.0	0.625	1.0	1.0	1.6	1.0
0064	ユンゲラー	KADABRA_NORMAL	PSYCHIC		1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	1.0	1.0	1.0	1.0	1.0	0.625	1.0	1.0	1.6	1.0
0065	フーディン	ALAKAZAM_NORMAL	PSYCHIC		1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	1.0	1.0	1.0	1.0	1.0	0.625	1.0	1.0	1.6	1.0
0066	ワンリキー	MACHOP_NORMAL	FIGHTING		1.0	1.0	1.6	1.0	1.0	0.625	0.625	1.0	1.0	1.0	1.0	1.0	1.0	1.6	1.0	1.0	0.625	1.6
0067	ゴーリキー	MACHOKE_NORMAL	FIGHTING		1.0	1.0	1.6	1.0	1.0	0.625	0.625	1.0	1.0	1.0	1.0	1.0	1.0	1.6	1.0	1.0	0.625	1.6
0068	カイリキー	MACHAMP_NORMAL	FIGHTING		1.0	1.0	1.6	1.0	1.0	0.625	0.625	1.0	1.0	1.0	1.0	1.0	1.0	1.6	1.0	1.0	0.625	1.6
0069	マダツボミ	BELLSPROUT_NORMAL	GRASS	POISON	1.0	0.625	1.6	1.0	1.0	1.0	1.0	1.0	1.0	1.6	0.625	0.390625	0.625	1.6	1.6	1.0	1.0	0.625
0070	ウツドン	WEEPINBELL_NORMAL	GRASS	POISON	1.0	0.625	1.6	1.0	1.0	1.0	1.0	1.0	1.0	1.6	0.625	0.390625	0.625	1.6	1.6	1.0	1.0	0.625
0071	ウツボット	VICTREEBEL_NORMAL	GRASS	POISON	1.0	0.625	1.6	1.0	1.0	1.0	1.0	1.0	1.0	1.6	0.625	0.390625	0.625	1.6	1.6	1.0	1.0	0.625
0072	メノクラゲ	TENTACOOL	WATER	POISON	1.0	0.625	1.0	0.625	1.6	1.0	0.625	1.0	0.625	0.625	0.625	1.0	1.6	1.6	0.625	1.0	1.0	0.625
0073	ドククラゲ	TENTACRUEL	WATER	POISON	1.0	0.625	1.0	0.625	1.6	1.0	0.625	1.0	0.625	0.625	0.625	1.0	1.6	1.6	0.625	1.0	1.0	0.625
0074	イシツブテ (アローラのすがた)	GEODUDE_ALOLA	ROCK	ELECTRIC	0.625	1.6	0.390625	0.625	2.56	1.0	1.0	1.0	1.0	0.625	1.6	1.6	0.625	1.0	1.0	1.0	1.0	1.0
0074	イシツブテ	GEODUDE_NORMAL	ROCK	GROUND	0.625	1.6	0.625	0.390625	1.6	0.625	1.0	1.0	1.6	0.625	2.56	2.56	0.390625	1.0	1.6	1.0	1.0	1.0
0075	ゴローン (アローラのすがた)	GRAVELER_ALOLA	ROCK	ELECTRIC	0.625	1.6	0.390625	0.625	2.56	1.0	1.0	1.0	1.0	0.625	1.6	1.6	0.625	1.0	1.0	1.0	1.0	1.0
0075	ゴローン	GRAVELER_NORMAL	ROCK	GROUND	0.625	1.6	0.625	0.390625	1.6	0.625	1.0	1.0	1.6	0.625	2.56	2.56	0.390625	1.0	1.6	1.0	1.0	1.0
0076	ゴローニャ (アローラのすがた)	GOLEM_ALOLA	ROCK	ELECTRIC	0.625	1.6	0.390625	0.625	2.56	1.0	1.0	1.0	1.0	0.625	1.6	1.6	0.625	1.0	1.0	1.0	1.0	1.0
0076	ゴローニャ	GOLEM_NORMAL	ROCK	GROUND	0.625	1.6	0.625	0.390625	1.6	0.625	1.0	1.0	1.6	0.625	2.56	2.56	0.390625	1.0	1.6	1.0	1.0	1.0
0077	ポニータ (ガラルのすがた)	PONYTA_GALARIAN	PSYCHIC		1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	1.0	1.0	1.0	1.0	1.0	0.625	1.0	1.0	1.6	1.0
0077	ポニータ	PONYTA_NORMAL	FIRE		1.0	1.0	1.0	1.0	1.6	1.6	0.625	1.0	0.625	0.625	1.6	0.625	1.0	1.0	0.625	1.0	1.0	0.625
0078	ギャロップ (ガラルのすがた)	RAPIDASH_GALARIAN	PSYCHIC	FAIRY	1.0	0.390625	1.0	1.6	1.0	1.0	1.0	1.6	1.6	1.0	1.0	1.0	1.0	0.625	1.0	0.390625	1.0	1.0
0078	ギャロップ	RAPIDASH_NORMAL	FIRE		1.0	1.0	1.0	1.0	1.6	1.6	0.625	1.0	0.625	0.625	1.6	0.625	1.0	1.0	0.625	1.0	1.0	0.625
0079	ヤドン (ガラルのすがた)	SLOWPOKE_GALARIAN	PSYCHIC		1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	1.0	1.0	1.0	1.0	1.0	0.625	1.0	1.0	1.6	1.0
0079	ヤドン	SLOWPOKE_NORMAL	WATER	PSYCHIC	1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	0.625	0.625	0.625	1.6	1.6	0.625	0.625	1.0	1.6	1.0
0080	ヤドラン (ガラルのすがた)	SLOWBRO_GALARIAN	POISON	PSYCHIC	1.0	0.390625	1.0	0.625	1.6	1.0	1.0	1.6	1.0	1.0	1.0	0.625	1.0	1.0	1.0	1.0	1.6	0.625
0080	ヤドラン	SLOWBRO_NORMAL	WATER	PSYCHIC	1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	0.625	0.625	0.625	1.6	1.6	0.625	0.625	1.0	1.6	1.0
0081	コイル	MAGNEMITE_NORMAL	ELECTRIC	STEEL	0.625	1.6	0.390625	0.390625	2.56	0.625	0.625	1.0	0.390625	1.6	1.0	0.625	0.625	0.625	0.625	0.625	1.0	0.625
0082	レアコイル	MAGNETON_NORMAL	ELECTRIC	STEEL	0.625	1.6	0.390625	0.390625	2.56	0.625	0.625	1.0	0.390625	1.6	1.0	0.625	0.625	0.625	0.625	0.625	1.0	0.625
0083	カモネギ (ガラルのすがた)	FARFETCHD_GALARIAN	FIGHTING		1.0	1.0	1.6	1.0	1.0	0.625	0.625	1.0	1.0	1.0	1.0	1.0	1.0	1.6	1.0	1.0	0.625	1.6
0083	カモネギ	FARFETCHD_NORMAL	NORMAL	FLYING	1.0	1.0	1.0	1.0	0.390625	1.6	0.625	0.390625	1.0	1.0	1.0	0.625	1.6	1.0	1.6	1.0	1.0	1.0
0084	ドードー	DODUO	NORMAL	FLYING	1.0	1.0	1.0	1.0	0.390625	1.6	0.625	0.390625	1.0	1.0	1.0	0.625	1.6	1.0	1.6	1.0	1.0	1.0
0085	ドードリオ	DODRIO	NORMAL	FLYING	1.0	1.0	1.0	1.0	0.390625	1.6	0.625	0.390625	1.0	1.0	1.0	0.625	1.6	1.0	1.6	1.0	1.0	1.0
0086	パウワウ	SEEL	WATER		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.625	0.625	0.625	1.6	1.6	1.0	0.625	1.0	1.0	1.0
0087	ジュゴン	DEWGONG	WATER	ICE	1.0	1.6	1.0	1.0	1.0	1.6	1.0	1.0	1.0	1.0	0.625	1.6	1.6	1.0	0.390625	1.0	1.0	1.0
0088	ベトベター (アローラのすがた)	GRIMER_ALOLA	POISON	DARK	1.0	1.0	1.0	0.625	1.6	1.0	1.0	0.625	1.0	1.0	1.0	0.625	1.0	0.625	1.0	1.0	0.625	1.0
0088	ベトベター	GRIMER_NORMAL	POISON		1.0	0.625	1.0	0.625	1.6	1.0	0.625	1.0	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625
0089	ベトベトン (アローラのすがた)	MUK_ALOLA	POISON	DARK	1.0	1.0	1.0	0.625	1.6	1.0	1.0	0.625	1.0	1.0	1.0	0.625	1.0	0.625	1.0	1.0	0.625	1.0
0089	ベトベトン	MUK_NORMAL	POISON		1.0	0.625	1.0	0.625	1.6	1.0	0.625	1.0	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625
0090	シェルダー	SHELLDER_NORMAL	WATER		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.625	0.625	0.625	1.6	1.6	1.0	0.625	1.0	1.0	1.0
0091	パルシェン	CLOYSTER_NORMAL	WATER	ICE	1.0	1.6	1.0	1.0	1.0	1.6	1.0	1.0	1.0	1.0	0.625	1.6	1.6	1.0	0.390625	1.0	1.0	1.0
0092	ゴース	GASTLY	GHOST	POISON	0.390625	0.244140625	1.0	0.390625	1.6	1.0	0.390625	1.6	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.6	0.625
0093	ゴースト	HAUNTER	GHOST	POISON	0.390625	0.244140625	1.0	0.390625	1.6	1.0	0.390625	1.6	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.6	0.625
0094	ゲンガー	GENGAR_NORMAL	GHOST	POISON	0.390625	0.244140625	1.0	0.390625	1.6	1.0	0.390625	1.6	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.6	0.625
0095	イワーク	ONIX_NORMAL	ROCK	GROUND	0.625	1.6	0.625	0.390625	1.6	0.625	1.0	1.0	1.6	0.625	2.56	2.56	0.390625	1.0	1.6	1.0	1.0	1.0
0096	スリープ	DROWZEE_NORMAL	PSYCHIC		1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	1.0	1.0	1.0	1.0	1.0	0.625	1.0	1.0	1.6	1.0
0097	スリーパー	HYPNO_NORMAL	PSYCHIC		1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	1.0	1.0	1.0	1.0	1.0	0.625	1.0	1.0	1.6	1.0
0098	クラブ	KRABBY_NORMAL	WATER		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.625	0.625	0.625	1.6	1.6	1.0	0.625	1.0	1.0	1.0
0099	キングラー	KINGLER_NORMAL	WATER		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.625	0.625	0.625	1.6	1.6	1.0	0.625	1.0	1.0	1.0
0100	ビリリダマ	VOLTORB	ELECTRIC		1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625	1.0	1.0	1.0	0.625	1.0	1.0	1.0	1.0	1.0
0101	マルマイン	ELECTRODE	ELECTRIC		1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625	1.0	1.0	1.0	0.625	1.0	1.0	1.0	1.0	1.0
0102	タマタマ	EXEGGCUTE_NORMAL	GRASS	PSYCHIC	1.0	0.625	1.6	1.6	0.625	1.0	2.56	1.6	1.0	1.6	0.625	0.625	0.625	0.625	1.6	1.0	1.6	1.0
0103	ナッシー (アローラのすがた)	EXEGGUTOR_ALOLA	GRASS	DRAGON	1.0	1.0	1.6	1.6	0.625	1.0	1.6	1.0	1.0	1.0	0.390625	0.390625	0.390625	1.0	2.56	1.6	1.0	1.6
0103	ナッシー	EXEGGUTOR_NORMAL	GRASS	PSYCHIC	1.0	0.625	1.6	1.6	0.625	1.0	2.56	1.6	1.0	1.6	0.625	0.625	0.625	0.625	1.6	1.0	1.6	1.0
0104	カラカラ	CUBONE_NORMAL	GROUND		1.0	1.0	1.0	0.625	1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	0.390625	1.0	1.6	1.0	1.0	1.0
0105	ガラガラ (アローラのすがた)	MAROWAK_ALOLA	FIRE	GHOST	0.390625	0.390625	1.0	0.625	1.6	1.6	0.390625	1.6	0.625	0.625	1.6	0.625	1.0	1.0	0.625	1.0	1.6	0.625
0105	ガラガラ	MAROWAK_NORMAL	GROUND		1.0	1.0	1.0	0.625	1.0	0.625	1.0	1.0	1.0	1.0	1.6	1.6	0.390625	1.0	1.6	1.0	1.0	1.0
0106	サワムラー	HITMONLEE_NORMAL	FIGHTING		1.0	1.0	1.6	1.0	1.0	0.625	0.625	1.0	1.0	1.0	1.0	1.0	1.0	1.6	1.0	1.0	0.625	1.6
0107	エビワラー	HITMONCHAN_NORMAL	FIGHTING		1.0	1.0	1.6	1.0	1.0	0.625	0.625	1.0	1.0	1.0	1.0	1.0	1.0	1.6	1.0	1.0	0.625	1.6
0108	ベロリンガ	LICKITUNG	NORMAL		1.0	1.6	1.0	1.0	1.0	1.0	1.0	0.390625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0109	ドガース	KOFFING_NORMAL	POISON		1.0	0.625	1.0	0.625	1.6	1.0	0.625	1.0	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625
0110	マタドガス (ガラルのすがた)	WEEZING_GALARIAN	POISON	FAIRY	1.0	0.390625	1.0	1.0	1.6	1.0	0.390625	1.0	1.6	1.0	1.0	0.625	1.0	1.6	1.0	0.390625	0.625	0.625
0110	マタドガス	WEEZING_NORMAL	POISON		1.0	0.625	1.0	0.625	1.6	1.0	0.625	1.0	1.0	1.0	1.0	0.625	1.0	1.6	1.0	1.0	1.0	0.625
0111	サイホーン	RHYHORN_NORMAL	GROUND	ROCK	0.625	1.6	0.625	0.390625	1.6	0.625	1.0	1.0	1.6	0.625	2.56	2.56	0.390625	1.0	1.6	1.0	1.0	1.0
