ラグラージ (シャドウ)	WATER	GROUND	マッドショット	GROUND	ハイドロカノン	WATER	2499	33.5	0	14	13	7019	290	901	5.0	879.3	23447.57	5568.8	21221
ハガネール (シャドウ)	STEEL	GROUND	ドラゴンテール	DRAGON	かみくだく	DARK	2495	50	1	15	15	7017	463	730	7.5	1692.8	13672.35	3515.7	32959
ドラミドロ	POISON	DRAGON	ドラゴンテール	DRAGON	アクアテール	WATER	2498	50	1	15	15	7005	447	758	6.0	2022.2	9722.27	3642.6	27795
カメックス (シャドウ)	WATER		みずでっぽう	WATER	ハイドロカノン	WATER	2500	48.5	0	12	15	6996	371	843	7.0	1599.5	21327.24	4646.3	25686
エンペルト	WATER	STEEL	たきのぼり	WATER	ハイドロカノン	WATER	2500	34.5	1	15	14	6986	372	852	7.5	1997.7	19976.86	4661.3	24398
デスカーン	GHOST		シャドークロー	GHOST	シャドーボール	GHOST	2498	50	10	15	15	6979	377	854	7.0	1360.7	22678.02	4600.4	29434
ベトベトン (アローラのすがた) (シャドウ)	POISON	DARK	かみつく	DARK	アシッドボム	POISON	2500	38.5	0	15	15	6976	497	737	11.5	2224.5	5561.34	2708.1	23513
コバルオン	STEEL	FIGHTING	にどげり	FIGHTING	ストーンエッジ	ROCK	2498	32.5	0	14	15	6973	433	804	7.5	1192.9	18639.66	3678.2	30305
タチフサグマ (シャドウ)	DARK	NORMAL	カウンター	FIGHTING	ブロッキング	DARK	2495	41.5	0	15	15	6969	327	914	6.0	1792.2	4032.42	2464.3	25150
ラグラージ	WATER	GROUND	マッドショット	GROUND	ハイドロカノン	WATER	2499	33.5	0	14	13	6951	298	961	5.0	732.7	19539.64	4640.7	25466
バイウールー	NORMAL		にどげり	FIGHTING	のしかかり	NORMAL	2478	50	15	15	15	6948	604	658	4.5	1013.7	13685.46	4055.0	28637
ドラピオン (シャドウ)	POISON	DARK	かみつく	DARK	とどめばり	BUG	2499	48	0	15	15	6947	523	740	9.0	2238.2	4662.96	2756.3	23273
ベトベトン (アローラのすがた)	POISON	DARK	どくづき	POISON	あくのはどう	DARK	2500	38.5	0	15	15	6944	460	806	8.0	1622.1	18537.81	3939.3	28216
デンチュラ	BUG	ELECTRIC	ボルトチェンジ	ELECTRIC	とびかかる	BUG	2494	50	15	15	15	6943	447	820	6.0	1698.9	16988.85	4530.4	18866
スカタンク	POISON	DARK	どくづき	POISON	かみくだく	DARK	2500	50	3	15	14	6939	493	778	7.0	1715.9	17159.26	4167.2	25322
ニドクイン	POISON	GROUND	どくづき	POISON	どくどくのキバ	POISON	2498	47	0	14	15	6936	389	885	5.0	1622.2	9269.77	3476.2	28243
ブラッキー	DARK		バークアウト	DARK	イカサマ	DARK	2416	50	15	15	15	6914	435	861	6.0	616.1	12938.27	2772.5	41570
デスカーン (シャドウ)	GHOST		シャドークロー	GHOST	シャドーボール	GHOST	2498	50	10	15	15	6910	338	962	7.0	1632.8	27213.62	5520.5	24528
ベトベトン (アローラのすがた)	POISON	DARK	かみつく	DARK	アシッドボム	POISON	2500	38.5	0	15	15	6908	573	729	11.5	1853.8	4634.45	2256.8	28216
ミロカロス	WATER		ドラゴンテール	DRAGON	なみのり	WATER	2498	33	0	13	15	6907	439	864	7.5	1621.9	14596.95	3568.1	30092
タチフサグマ (シャドウ)	DARK	NORMAL	カウンター	FIGHTING	つじぎり	DARK	2495	41.5	0	15	15	6903	428	879	5.0	1792.2	13441.40	4480.5	25150
ベトベトン (アローラのすがた) (シャドウ)	POISON	DARK	どくづき	POISON	あくのはどう	DARK	2500	38.5	0	15	15	6902	515	793	8.0	1946.5	22245.37	4727.1	23513
レジスチル	STEEL		ロックオン	NORMAL	ラスターカノン	STEEL	2499	50	0	14	15	6896	439	875	7.0	312.4	20619.95	3258.1	43215
タチフサグマ	DARK	NORMAL	カウンター	FIGHTING	つじぎり	DARK	2495	41.5	0	15	15	6895	441	874	5.0	1493.5	11201.17	3733.7	30180
マッギョ (ガラルのすがた)	GROUND	STEEL	マッドショット	GROUND	いわなだれ	ROCK	2445	50	15	15	15	6882	424	904	5.0	625.3	13026.75	3230.6	33447
ハガネール	STEEL	GROUND	ドラゴンテール	DRAGON	かみくだく	DARK	2495	50	1	15	15	6869	545	796	7.5	1410.6	11393.63	2929.8	39551
ドラピオン	POISON	DARK	かみつく	DARK	とどめばり	BUG	2499	48	0	15	15	6864	592	754	9.0	1865.2	3885.80	2296.9	27927
ニドクイン (シャドウ)	POISON	GROUND	どくづき	POISON	どくどくのキバ	POISON	2498	47	0	14	15	6859	451	900	5.0	1946.7	11123.72	4171.4	23535
デスカーン (シャドウ)	GHOST		シャドークロー	GHOST	あくのはどう	DARK	2498	50	10	15	15	6849	499	862	7.0	1632.8	18142.41	4224.6	24528
クレセリア	PSYCHIC		サイコカッター	PSYCHIC	ムーンフォース	FAIRY	2499	37.5	0	13	15	6843	565	802	7.0	552.1	16868.55	2961.9	44797
ダイケンキ	WATER		れんぞくぎり	BUG	ハイドロカノン	WATER	2500	36	1	15	15	6841	439	930	5.0	850.0	20399.26	4929.8	23363
マッギョ (ガラルのすがた) (シャドウ)	GROUND	STEEL	マッドショット	GROUND	いわなだれ	ROCK	2445	50	15	15	15	6837	473	900	5.0	750.3	15632.10	3876.8	27873
パルキア	WATER	DRAGON	りゅうのいぶき	DRAGON	アクアテール	WATER	2500	23	2	15	14	6833	542	835	6.0	2254.7	14091.80	4603.3	19156
ドラピオン (シャドウ)	POISON	DARK	どくばり	POISON	かみくだく	DARK	2499	48	0	15	15	6832	534	844	5.0	839.3	19584.45	4756.2	23273
ラプラス	WATER	ICE	みずでっぽう	WATER	なみのり	WATER	2500	43	0	13	15	6826	475	909	7.0	1243.7	13473.47	3168.5	35389
ドラピオン	POISON	DARK	どくばり	POISON	かみくだく	DARK	2499	48	0	15	15	6825	558	827	5.0	699.4	16320.38	3963.5	27927
ズルズキン	DARK	FIGHTING	カウンター	FIGHTING	アシッドボム	POISON	2494	50	9	15	15	6821	411	978	7.0	1803.8	3757.82	2340.6	29674
ミルタンク	NORMAL		ころがる	ROCK	のしかかり	NORMAL	2491	50	4	15	15	6819	502	889	4.5	469.0	12662.98	3283.0	33908
ブラッキー	DARK		バークアウト	DARK	あくのはどう	DARK	2416	50	15	15	15	6813	432	965	6.0	616.1	14786.59	3080.5	41570
デスカーン	GHOST		シャドークロー	GHOST	あくのはどう	DARK	2498	50	10	15	15	6808	496	906	7.0	1360.7	15118.68	3520.5	29434
バルジーナ	DARK	FLYING	バークアウト	DARK	イカサマ	DARK	2417	50	15	15	15	6807	472	931	6.0	629.2	13213.55	2831.5	39746
コバルオン	STEEL	FIGHTING	にどげり	FIGHTING	せいなるつるぎ	FIGHTING	2498	32.5	0	14	15	6803	348	1059	4.5	1192.9	13420.55	4175.3	30305
ラプラス (シャドウ)	WATER	ICE	みずでっぽう	WATER	なみのり	WATER	2500	43	0	13	15	6792	447	971	7.0	1492.4	16168.17	3802.2	29491
ギャラドス (シャドウ)	WATER	FLYING	りゅうのいぶき	DRAGON	アクアテール	WATER	2500	27.5	0	15	14	6783	446	981	6.0	2072.0	15540.28	4662.1	18892
サザンドラ	DARK	DRAGON	りゅうのいぶき	DRAGON	ぶんまわす	DARK	2498	25.5	1	14	15	6777	398	1035	7.0	2163.6	17579.47	4675.0	20712
ベトベトン (アローラのすがた) (シャドウ)	POISON	DARK	どくづき	POISON	アシッドボム	POISON	2500	38.5	0	15	15	6772	372	1066	7.0	1946.5	5561.34	2740.9	23513
ハガネール	STEEL	GROUND	ドラゴンテール	DRAGON	ヘビーボンバー	STEEL	2495	50	1	15	15	6771	523	916	9.0	1410.6	13672.35	2929.8	39551
レジロック	ROCK		ロックオン	NORMAL	ストーンエッジ	ROCK	2500	31.5	0	15	10	6766	470	974	5.5	344.8	20685.70	4105.8	35522
アーマードミュウツー	PSYCHIC		ねんりき	PSYCHIC	サイコブレイク	PSYCHIC	2495	29.5	1	15	15	6765	473	972	8.0	1657.1	18642.36	3987.4	35291
クレセリア	PSYCHIC		サイコカッター	PSYCHIC	みらいよち	PSYCHIC	2499	37.5	0	13	15	6761	441	1008	8.0	552.1	22082.46	3312.4	44797
ベトベトン (アローラのすがた)	POISON	DARK	どくづき	POISON	アシッドボム	POISON	2500	38.5	0	15	15	6761	370	1079	7.0	1622.1	4634.45	2284.1	28216
バルジーナ	DARK	FLYING	エアスラッシュ	FLYING	イカサマ	DARK	2417	50	15	15	15	6759	463	988	7.5	1132.6	13213.55	2894.4	39746
レジスチル	STEEL		ロックオン	NORMAL	はかいこうせん	NORMAL	2499	50	0	14	15	6758	465	987	8.0	312.4	23431.77	3241.4	43215
ランターン	WATER	ELECTRIC	スパーク	ELECTRIC	なみのり	WATER	2357	50	15	15	15	6755	399	1056	5.0	844.2	13718.23	3587.8	30271
ニョロトノ (シャドウ)	WATER		マッドショット	GROUND	ウェザーボール（みず）	WATER	2498	48.5	0	15	14	6754	503	953	4.0	678.2	14919.71	4408.1	24773
クレセリア	PSYCHIC		ねんりき	PSYCHIC	みらいよち	PSYCHIC	2499	37.5	0	13	15	6753	404	1053	12.0	1472.2	22082.46	3312.4	44797
ヌメルゴン	DRAGON		りゅうのいぶき	DRAGON	だくりゅう	WATER	2500	27	0	12	12	6751	551	908	6.0	1905.8	6948.38	3063.9	26799
ルギア・APEX (シャドウ)	PSYCHIC	FLYING	ドラゴンテール	DRAGON	ゴッドバード	FLYING	2499	25.5	0	14	15	6747	588	875	7.5	1760.2	18279.28	4197.5	30599
ルギア (シャドウ)	PSYCHIC	FLYING	ドラゴンテール	DRAGON	ゴッドバード	FLYING	2499	25.5	0	14	15	6747	588	875	7.5	1760.2	18279.28	4197.5	30599
レジスチル	STEEL		ロックオン	NORMAL	でんじほう	ELECTRIC	2499	50	0	14	15	6734	394	1082	8.0	312.4	23431.77	3241.4	43215
マッシブーン	BUG	FIGHTING	カウンター	FIGHTING	とびかかる	BUG	2498	27	0	13	15	6733	345	1132	7.0	2044.4	15333.36	4234.9	23212
ヌメルゴン	DRAGON		りゅうのいぶき	DRAGON	パワーウィップ	GRASS	2500	27	0	12	12	6731	529	950	8.5	1905.8	17867.26	4007.9	26799
ドラピオン (シャドウ)	POISON	DARK	かみつく	DARK	アクアテール	WATER	2499	48	0	15	15	6722	570	918	9.0	2238.2	11657.41	3533.5	23273
ディアルガ	STEEL	DRAGON	りゅうのいぶき	DRAGON	アイアンヘッド	STEEL	2499	23	0	15	12	6719	517	974	8.5	2198.7	19238.81	4462.1	20125
デオキシス (ディフェンスフォルム)	PSYCHIC		カウンター	FIGHTING	いわなだれ	ROCK	2490	50	10	15	15	6718	627	865	7.0	1345.8	12617.10	3148.3	36818
トドゼルガ (シャドウ)	ICE	WATER	たきのぼり	WATER	つららばり	ICE	2500	39.5	0	15	15	6715	553	942	7.5	2146.4	16097.72	4292.7	25319
ハガネール (シャドウ)	STEEL	GROUND	ドラゴンテール	DRAGON	ヘビーボンバー	STEEL	2495	50	1	15	15	6714	556	940	9.0	1692.8	16406.82	3515.7	32959
カプ・レヒレ	WATER	FAIRY	みずでっぽう	WATER	なみのり	WATER	2496	36	0	15	15	6712	435	1063	7.0	1357.6	14706.86	3458.5	29519
ドラピオン	POISON	DARK	かみつく	DARK	アクアテール	WATER	2499	48	0	15	15	6711	569	930	9.0	1865.2	9714.51	2944.6	27927
パルキア	WATER	DRAGON	ドラゴンテール	DRAGON	アクアテール	WATER	2500	23	2	15	14	6705	513	992	6.0	2442.6	14091.80	4791.2	19156
チルタリス	DRAGON	FLYING	りゅうのいぶき	DRAGON	ゴッドバード	FLYING	2266	50	15	15	15	6705	474	1031	7.5	1636.0	15337.16	3680.9	29767
ランターン	WATER	ELECTRIC	みずでっぽう	WATER	なみのり	WATER	2357	50	15	15	15	6693	488	1029	7.0	1266.3	13718.23	3226.0	30271
アーマードミュウツー (シャドウ)	PSYCHIC		ねんりき	PSYCHIC	サイコブレイク	PSYCHIC	2495	29.5	1	15	15	6692	511	1007	8.0	1988.5	22370.83	4784.9	29409
バクフーン	FIRE		シャドークロー	GHOST	ブラストバーン	FIRE	2500	35	0	13	15	6690	443	1077	7.0	1324.7	29142.61	5487.9	21673
バルジーナ	DARK	FLYING	バークアウト	DARK	あくのはどう	DARK	2417	50	15	15	15	6688	459	1063	6.0	629.2	15101.20	3146.1	39746
ラグラージ (シャドウ)	WATER	GROUND	みずでっぽう	WATER	ハイドロカノン	WATER	2499	33.5	0	14	13	6687	375	1148	7.0	1758.6	23447.57	5108.2	21221
ギラティナ (アナザーフォルム)	GHOST	DRAGON	シャドークロー	GHOST	かげうち	GHOST	2497	28	0	14	15	6687	374	1149	6.0	1237.3	10310.61	2955.7	35647
クリムガン	DRAGON		ドラゴンテール	DRAGON	ドラゴンクロー	DRAGON	2497	38.5	0	15	15	6685	477	1048	6.0	2251.4	12988.66	4416.1	22418
フライゴン (シャドウ)	GROUND	DRAGON	ドラゴンテール	DRAGON	ドラゴンクロー	DRAGON	2497	41	0	13	15	6680	408	1122	6.0	2645.1	15260.22	5188.5	19553
ハリーマン	DARK	POISON	どくづき	POISON	アクアテール	WATER	2496	33.5	0	14	15	6679	645	886	5.0	1824.8	10861.88	3997.2	22281
ドククラゲ	WATER	POISON	どくづき	POISON	アシッドボム	POISON	2500	50	0	13	15	6677	402	1131	7.0	1523.2	4352.08	2145.0	32086
アーマードミュウツー	PSYCHIC		ねんりき	PSYCHIC	いわなだれ	ROCK	2495	29.5	1	15	15	6671	639	900	8.0	1657.1	12946.08	3275.4	35291
バイウールー	NORMAL		たいあたり	NORMAL	のしかかり	NORMAL	2478	50	15	15	15	6670	612	928	6.0	1368.5	13685.46	3649.5	28637
バクフーン (シャドウ)	FIRE		シャドークロー	GHOST	ブラストバーン	FIRE	2500	35	0	13	15	6668	423	1119	7.0	1589.6	34971.13	6585.5	18060
ジャラランガ	DRAGON	FIGHTING	ドラゴンテール	DRAGON	ドラゴンクロー	DRAGON	2499	28.5	0	14	12	6665	484	1061	6.0	2140.5	12349.24	4198.7	24817
アーマードミュウツー (シャドウ)	PSYCHIC		ねんりき	PSYCHIC	いわなだれ	ROCK	2495	29.5	1	15	15	6660	583	967	8.0	1988.5	15535.30	3930.4	29409
テッカグヤ	STEEL	FLYING	うちおとす	ROCK	のしかかり	NORMAL	2500	30.5	0	15	15	6656	538	1016	7.5	1581.8	11863.13	3163.5	26887
フォレトス	BUG	STEEL	むしくい	BUG	がんせきふうじ	ROCK	2492	50	9	15	15	6654	383	1173	10.0	1337.1	12999.44	2637.0	30318
ラグラージ	WATER	GROUND	みずでっぽう	WATER	ハイドロカノン	WATER	2499	33.5	0	14	13	6652	330	1228	7.0	1465.5	19539.64	4256.9	25466
バクフーン (シャドウ)	FIRE		やきつくす	FIRE	ブラストバーン	FIRE	2500	35	0	13	15	6651	513	1046	7.5	1907.5	34971.13	6570.3	18060
ギラティナ (オリジンフォルム)	GHOST	DRAGON	シャドークロー	GHOST	シャドーボール	GHOST	2499	25.5	0	13	14	6636	472	1102	7.0	1420.7	23677.82	4803.2	27118
デスカーン (シャドウ)	GHOST		シャドークロー	GHOST	サイコキネシス	PSYCHIC	2498	50	10	15	15	6636	442	1132	7.0	1632.8	20410.21	4548.6	24528
スイクン	WATER		こおりのキバ	ICE	バブルこうせん	WATER	2498	33.5	0	15	15	6635	649	926	8.0	1409.1	5284.16	2069.6	33873
ルギア・APEX	PSYCHIC	FLYING	ドラゴンテール	DRAGON	ゴッドバード	FLYING	2499	25.5	0	14	15	6633	561	1016	7.5	1466.9	15232.73	3497.9	36719
ルギア	PSYCHIC	FLYING	ドラゴンテール	DRAGON	ゴッドバード	FLYING	2499	25.5	0	14	15	6633	561	1016	7.5	1466.9	15232.73	3497.9	36719
クレセリア	PSYCHIC		ねんりき	PSYCHIC	オーロラビーム	ICE	2499	37.5	0	13	15	6628	561	1021	10.0	1472.2	12268.03	2699.0	44797
クリムガン	DRAGON		ドラゴンテール	DRAGON	つじぎり	DARK	2497	38.5	0	15	15	6626	634	950	6.0	2251.4	10823.88	4055.3	22418
ギャラドス	WATER	FLYING	りゅうのいぶき	DRAGON	アクアテール	WATER	2500	27.5	0	15	14	6617	511	1082	6.0	1726.7	12950.24	3885.1	22670
スイクン (シャドウ)	WATER		こおりのキバ	ICE	バブルこうせん	WATER	2498	33.5	0	15	15	6616	580	1014	8.0	1690.9	6340.99	2483.6	28227
キュレム	DRAGON	ICE	りゅうのいぶき	DRAGON	ドラゴンクロー	DRAGON	2499	26	1	13	15	6612	465	1133	6.0	2099.7	13123.32	4287.0	22064
ピジョット	NORMAL	FLYING	かぜおこし	FLYING	フェザーダンス	FLYING	2407	50	15	15	15	6611	517	1082	10.0	1898.1	8304.35	2728.6	24994
カイリュー (シャドウ)	DRAGON	FLYING	りゅうのいぶき	DRAGON	ドラゴンクロー	DRAGON	2499	24.5	0	13	15	6608	370	1232	6.0	2604.3	16277.10	5317.2	17207
トドゼルガ	ICE	WATER	たきのぼり	WATER	つららばり	ICE	2500	39.5	0	15	15	6607	606	997	7.5	1788.6	13414.77	3577.3	30382
デスバーン	GROUND	GHOST	シャドークロー	GHOST	がんせきふうじ	ROCK	2498	50	10	15	15	6604	483	1123	8.0	1360.7	13228.84	3014.3	29434
フライゴン	GROUND	DRAGON	ドラゴンテール	DRAGON	ドラゴンクロー	DRAGON	2497	41	0	13	15	6602	420	1188	6.0	2204.3	12716.85	4323.7	23464
ミュウ	PSYCHIC		シャドークロー	GHOST	ニトロチャージ	FIRE	2500	28.5	2	14	15	6599	603	1008	7.0	1179.3	12775.71	3004.4	27317
ミロカロス	WATER		たきのぼり	WATER	なみのり	WATER	2498	33	0	13	15	6598	509	1103	7.5	1796.5	14596.95	3742.8	30092
ニョロトノ (シャドウ)	WATER		マッドショット	GROUND	なみのり	WATER	2498	48.5	0	15	14	6597	511	1102	5.0	678.2	17632.39	4204.6	24773
ユレイドル	ROCK	GRASS	タネマシンガン	GRASS	ストーンエッジ	ROCK	2499	50	15	15	15	6595	482	1133	7.5	729.7	21891.50	3648.6	31612
オーダイル (シャドウ)	WATER		みずでっぽう	WATER	ハイドロカノン	WATER	2497	35.5	1	15	14	6592	491	1127	7.0	1768.9	23584.82	5138.1	20951
ガブリアス (シャドウ)	DRAGON	GROUND	ドラゴンテール	DRAGON	すなじごく	GROUND	2499	23.5	0	14	13	6590	451	1169	7.5	2742.2	7910.07	3796.8	18208
ヨクバリス	NORMAL		たいあたり	NORMAL	かみくだく	DARK	2495	50	3	15	15	6584	730	896	7.5	1282.0	12464.17	2943.9	33193
オーダイル	WATER		みずでっぽう	WATER	ハイドロカノン	WATER	2497	35.5	1	15	14	6578	459	1173	7.0	1474.1	19654.02	4281.8	25141
ラプラス	WATER	ICE	こおりのいぶき	ICE	なみのり	WATER	2500	43	0	13	15	6563	586	1061	8.0	1451.0	13473.47	3135.2	35389
デスカーン	GHOST		シャドークロー	GHOST	サイコキネシス	PSYCHIC	2498	50	10	15	15	6558	566	1086	7.0	1360.7	17008.51	3790.5	29434
カイリュー	DRAGON	FLYING	りゅうのいぶき	DRAGON	ドラゴンクロー	DRAGON	2499	24.5	0	13	15	6556	377	1277	6.0	2170.3	13564.25	4431.0	20649
ギャラドス (シャドウ)	WATER	FLYING	ドラゴンテール	DRAGON	アクアテール	WATER	2500	27.5	0	15	14	6549	517	1144	6.0	2244.7	15540.28	4834.8	18892
バルジーナ	DARK	FLYING	エアスラッシュ	FLYING	あくのはどう	DARK	2417	50	15	15	15	6549	503	1158	9.0	1132.6	15101.20	2810.5	39746
フワライド	GHOST	FLYING	たたりめ	GHOST	こごえるかぜ	ICE	2499	50	1	15	15	6549	443	1218	6.0	949.1	11863.36	2926.3	26938
ズルズキン	DARK	FIGHTING	カウンター	FIGHTING	グロウパンチ	FIGHTING	2494	50	9	15	15	6545	465	1200	5.0	1803.8	4509.39	2705.6	29674
ニョロトノ	WATER		マッドショット	GROUND	ウェザーボール（みず）	WATER	2498	48.5	0	15	14	6542	556	1112	4.0	565.1	12433.09	3673.4	29728
トドゼルガ (シャドウ)	ICE	WATER	こなゆき	ICE	つららばり	ICE	2500	39.5	0	15	15	6540	538	1132	5.0	1341.5	16097.72	4561.0	25319
ギラティナ (オリジンフォルム)	GHOST	DRAGON	ドラゴンテール	DRAGON	あやしいかぜ	GHOST	2499	25.5	0	13	14	6539	624	1047	7.5	2052.1	10655.02	3472.7	27118
バルジーナ	DARK	FLYING	バークアウト	DARK	シャドーボール	GHOST	2417	50	15	15	15	6538	534	1138	7.5	629.2	15730.42	2726.6	39746
ニョロトノ	WATER		マッドショット	GROUND	なみのり	WATER	2498	48.5	0	15	14	6537	515	1158	5.0	565.1	14693.66	3503.9	29728
ラプラス (シャドウ)	WATER	ICE	こおりのいぶき	ICE	なみのり	WATER	2500	43	0	13	15	6526	580	1104	8.0	1741.2	16168.17	3762.2	29491
イワパレス	BUG	ROCK	れんぞくぎり	BUG	いわなだれ	ROCK	2499	45	0	14	15	6524	448	1238	6.0	956.4	17933.34	3945.3	26520
ガブリアス	DRAGON	GROUND	ドラゴンテール	DRAGON	すなじごく	GROUND	2499	23.5	0	14	13	6518	536	1156	7.5	2285.1	6591.73	3164.0	21850
オーダイル (シャドウ)	WATER		たきのぼり	WATER	ハイドロカノン	WATER	2497	35.5	1	15	14	6517	591	1102	7.5	2358.5	23584.82	5503.1	20951
デスバーン	GROUND	GHOST	シャドークロー	GHOST	シャドーボール	GHOST	2498	50	10	15	15	6516	407	1287	7.0	1360.7	22678.02	4600.4	29434
ブルンゲル (メス)	WATER	GHOST	あわ	WATER	シャドーボール	GHOST	2500	50	6	14	15	6513	507	1190	7.5	1009.4	21629.32	3893.3	32429
ブルンゲル (オス)	WATER	GHOST	あわ	WATER	シャドーボール	GHOST	2500	50	6	14	15	6513	507	1190	7.5	1009.4	21629.32	3893.3	32429
ラグラージ (シャドウ)	WATER	GROUND	マッドショット	GROUND	なみのり	WATER	2499	33.5	0	14	13	6513	384	1313	5.0	879.3	19051.15	4689.5	21221
カイリュー (シャドウ)	DRAGON	FLYING	ドラゴンテール	DRAGON	ドラゴンクロー	DRAGON	2499	24.5	0	13	15	6512	376	1322	6.0	2821.4	16277.10	5534.2	17207
ハガネール	STEEL	GROUND	ドラゴンテール	DRAGON	じしん	GROUND	2495	50	1	15	15	6508	487	1215	12.0	1410.6	23438.32	3363.8	39551
ヤレユータン	NORMAL	PSYCHIC	ねんりき	PSYCHIC	イカサマ	DARK	2500	49	0	13	15	6505	683	1022	8.0	1751.3	12770.07	3347.6	31679
ギラティナ (オリジンフォルム)	GHOST	DRAGON	シャドークロー	GHOST	りゅうのはどう	DRAGON	2499	25.5	0	13	14	6505	487	1218	8.0	1420.7	21310.04	4084.4	27118
キュウコン (アローラのすがた)	ICE	FAIRY	あまえる	FAIRY	ウェザーボール（こおり）	ICE	2497	50	7	15	15	6499	476	1235	9.0	2474.9	12761.30	3892.8	28140
ユレイドル (シャドウ)	ROCK	GRASS	タネマシンガン	GRASS	ストーンエッジ	ROCK	2499	50	15	15	15	6497	407	1306	7.5	875.7	26269.79	4378.3	26343
