SCALD_BLASTOISE	ねっとう（カメックス）	WATER	50	80	0.63
SCALD	ねっとう	WATER	80	60	1.33
HYDRO_PUMP_BLASTOISE	ハイドロポンプ（カメックス）	WATER	90	80	1.13
HYDRO_PUMP	ハイドロポンプ	WATER	130	75	1.73
BUBBLE_BEAM	バブルこうせん	WATER	45	40	1.13
BRINE	しおみず	WATER	60	50	1.20
AQUA_TAIL	アクアテール	WATER	50	35	1.43
AQUA_JET	アクアジェット	WATER	45	45	1.00
FRENZY_PLANT	ハードプラント	GRASS	100	45	2.22
SOLAR_BEAM	ソーラービーム	GRASS	150	80	1.88
SEED_BOMB	タネばくだん	GRASS	55	40	1.38
POWER_WHIP	パワーウィップ	GRASS	90	50	1.80
PETAL_BLIZZARD	はなふぶき	GRASS	110	65	1.69
MEGA_DRAIN	メガドレイン	GRASS	25	55	0.45
LEAF_BLADE	リーフブレード	GRASS	70	35	2.00
GRASS_KNOT	くさむすび	GRASS	90	50	1.80
GIGA_DRAIN	ギガドレイン	GRASS	50	80	0.63
ENERGY_BALL	エナジーボール	GRASS	90	60	1.50
ZAP_CANNON	でんじほう	ELECTRIC	150	80	1.88
WILD_CHARGE	ワイルドボルト	ELECTRIC	90	50	1.80
THUNDER_PUNCH	かみなりパンチ	ELECTRIC	45	35	1.29
THUNDERBOLT	１０まんボルト	ELECTRIC	80	45	1.78
THUNDER	かみなり	ELECTRIC	100	60	1.67
PARABOLIC_CHARGE	パラボラチャージ	ELECTRIC	25	55	0.45
DISCHARGE	ほうでん	ELECTRIC	65	45	1.44
PSYCHO_BOOST	サイコブースト	PSYCHIC	70	40	1.75
PSYSTRIKE	サイコブレイク	PSYCHIC	100	55	1.82
PSYSHOCK	サイコショック	PSYCHIC	65	45	1.44
PSYCHIC	サイコキネシス	PSYCHIC	100	70	1.43
PSYBEAM	サイケこうせん	PSYCHIC	70	60	1.17
MIRROR_COAT	ミラーコート	PSYCHIC	60	55	1.09
HEART_STAMP	ハートスタンプ	PSYCHIC	40	40	1.00
FUTURESIGHT	みらいよち	PSYCHIC	120	65	1.85
WEATHER_BALL_ICE	ウェザーボール（こおり）	ICE	60	35	1.71
ICY_WIND	こごえるかぜ	ICE	60	45	1.33
ICE_PUNCH	れいとうパンチ	ICE	50	40	1.25
ICE_BEAM	れいとうビーム	ICE	90	55	1.64
BLIZZARD	ふぶき	ICE	130	75	1.73
AVALANCHE	ゆきなだれ	ICE	90	45	2.00
AURORA_BEAM	オーロラビーム	ICE	80	60	1.33
DRACO_METEOR	りゅうせいぐん	DRAGON	150	75	2.00
TWISTER	たつまき	DRAGON	45	45	1.00
OUTRAGE	げきりん	DRAGON	110	60	1.83
DRAGON_PULSE	りゅうのはどう	DRAGON	90	60	1.50
DRAGON_CLAW	ドラゴンクロー	DRAGON	50	35	1.43
NIGHT_SLASH	つじぎり	DARK	50	40	1.25
FOUL_PLAY	イカサマ	DARK	70	45	1.56
DARK_PULSE	あくのはどう	DARK	80	50	1.60
CRUNCH	かみくだく	DARK	70	45	1.56
PLAY_ROUGH	じゃれつく	FAIRY	90	60	1.50
MOONBLAST	ムーンフォース	FAIRY	130	70	1.86
DRAINING_KISS	ドレインキッス	FAIRY	60	55	1.09
DISARMING_VOICE	チャームボイス	FAIRY	70	45	1.56
DAZZLING_GLEAM	マジカルシャイン	FAIRY	100	70	1.43
